Year,Estimate,Est.Error,Q2.5,Q97.5,Term
2001,0.935533481811165,1.35562660279216,0.500399353632539,1.71863899259722,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2002,0.905778335236601,1.26337134458155,0.564297076481827,1.36668435700139,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2003,0.933474539012623,1.22061099301743,0.622559591549273,1.37437886227424,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2004,0.710856051657658,1.22824115296932,0.467351988658493,1.02391188814285,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2005,0.844962232798584,1.21544249277569,0.573198451917206,1.26095164369374,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2006,1.03557944132898,1.2062214690705,0.715145777189036,1.49631622684988,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2007,1.0708380196609,1.19995175454293,0.75091135499545,1.52796317848093,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2008,1.13197118894199,1.1703748811831,0.819576215023729,1.51712793210028,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2009,0.953952993776655,1.18453290966037,0.676188384056918,1.33109242394418,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2010,0.858944686804044,1.25370107274039,0.536323715686917,1.30417643820275,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2011,0.908077150978405,1.28889078344733,0.53059497232721,1.43738883644327,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2012,1.1741629721601,1.30815314461288,0.692268720782792,1.99339735623017,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2013,0.995659634090162,1.25781003568909,0.607393195186577,1.59119803759088,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2014,1.52140372746521,1.21845383043079,1.00233238855762,2.18108541237901,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2015,0.896246258585208,1.15734879022477,0.671376813624482,1.20940677053962,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2016,0.985538858778749,1.16013724471145,0.737788201964339,1.32000115451454,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2017,0.766231549360738,1.16261971933872,0.577583729782972,1.0512880633208,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2018,0.756810143989981,1.16391233067231,0.557068221531254,1.01245146102079,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2019,1.14131797280722,1.17000266711849,0.837010449939101,1.5701120706811,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2020,0.79892283392938,1.17530125820118,0.585503462781359,1.08850386810792,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2021,1.11611005052013,1.1725458379866,0.816903160652204,1.54424276263812,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2022,1.25909184957239,1.15922971188698,0.957908559127603,1.70181015993661,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2023,1.92024263015745,1.19021810212092,1.31728048631781,2.55897215880395,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
