Year,Estimate,Est.Error,Q2.5,Q97.5,Term
2001,0.980496225777404,1.15950468135069,0.691252511829417,1.29679539873872,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2002,1.01801774803756,1.1322886635496,0.793377067907022,1.36133325367338,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2003,1.0266531066801,1.1197858881429,0.835579676875533,1.32323079617367,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2004,0.912902485378882,1.14185189243009,0.661182561510143,1.11487850317277,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2005,0.946289911878619,1.13135725830703,0.701421559874096,1.148952110245,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2006,1.04689617470742,1.1203699062491,0.847581518177282,1.36168871020423,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2007,1.00852091935399,1.11782133127971,0.79885040091714,1.27477741643355,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2008,1.0132211296105,1.10814616215605,0.827996711450656,1.27754000178786,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2009,0.985424267653375,1.11338475044922,0.782861211650932,1.21915672685104,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2010,0.949924019511342,1.13327383577377,0.697281115127666,1.17811973112811,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2011,0.949517613616074,1.15133255519268,0.682292028607517,1.21004981780743,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2012,1.03470156627463,1.14887875241678,0.811863574620785,1.44383216505465,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2013,0.92841318831283,1.14685265563697,0.652729140231855,1.16347467740015,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2014,1.09214831564748,1.1517952539527,0.878984681028896,1.56549406763954,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2015,0.979142180660632,1.12503138953149,0.754232852504535,1.22423684398621,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2016,1.03332448249001,1.12520719722246,0.81456635404756,1.34178023703889,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2017,0.948055850357769,1.12126667519969,0.738287418960756,1.14981792025256,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2018,1.01481956755264,1.1150310733861,0.80890551255605,1.26556178540976,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2019,1.06621011629156,1.12672630318659,0.870882880352721,1.3971028101391,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2020,0.904875508320918,1.13300322103905,0.683527899003664,1.09312228700454,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2021,1.01874202879304,1.10901439680867,0.832390297939853,1.28762316243325,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2022,0.992939046324451,1.10604579698887,0.806361991600917,1.23282200701494,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
2023,1.19070491950146,1.1808725909995,0.95622933587544,1.71636190665069,CPUE.yy.progyy.hooks.HBF.OP.ves.mm.sst.nina.latlong
