Year,Estimate,Est.Error,Q2.5,Q97.5,Term
2002,1.58166497145784,1.2878735731384,0.991031377553758,2.66801207153803,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2003,1.30088847142963,1.20608110645109,0.910289680575294,1.86624444674911,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2004,1.04524301148573,1.2158821132271,0.711354527316293,1.52644930930034,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2005,0.858315539447476,1.22130126575978,0.5764672989118,1.26409474886194,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2006,1.3470868443353,1.18332839790907,0.961534806814399,1.89031396154358,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2007,0.940111005243218,1.23109611589048,0.607605618088157,1.37378801338475,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2008,1.07777574745916,1.18916454560748,0.750150725768731,1.51319877105013,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2009,0.934851471590212,1.14604696373015,0.723295144416754,1.21783983182875,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2010,0.908303046358134,1.15212205241786,0.68262805799752,1.20562217041197,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2011,0.842553606953825,1.18627055957776,0.602571710477236,1.17263229095666,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2012,1.17652106955693,1.15903589274634,0.884754434440105,1.58786888840519,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2013,0.87616660653071,1.16098616091007,0.661221561602454,1.16887268483426,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2014,1.36331925218546,1.1633170651063,1.01637706105254,1.83050825300634,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2015,0.969778635273618,1.17385343991487,0.710697566196574,1.3269425516575,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2016,0.84228870908321,1.20204740513338,0.57562173000443,1.18504164629004,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2017,0.805151414608481,1.20115040674317,0.554836407342053,1.11877775324104,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2018,1.35706430763791,1.20001171089143,0.943671832716019,1.96330229807177,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2019,1.10278457505582,1.17625869426682,0.809080926489853,1.49954343472686,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2020,0.629140794465555,1.17305984971262,0.452551754674459,0.843985986566654,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2021,1.04587682748605,1.14177965967333,0.794297702398525,1.34769172423612,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2022,0.613095105080844,1.18748980228076,0.429542621004914,0.841389292448725,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
2023,1.02241571599054,1.19072724249658,0.718325686883479,1.42681379553066,CPUE.yy.hooks.HBF.ves.mm.sst.nina.latlong
