name,year,mean,median,q025,q975,sd,n
F_Fmsy,1969,0.506285877553929,0.51114969117434,0.0423309843440743,0.905648289742166,0.21106333383206,4000
P,1969,265982.223723634,152062.868580987,44036.1132327375,1463882.14356298,448727.332439229,4000
removals,1969,18947.9813706188,18622.4256027986,13778.9743766324,26173.9642764017,3210.49465132887,4000
D,1970,0.521905857259478,0.49554850787516,0.233848545797161,0.960693469776706,0.190249624256818,4000
D_Dmsy,1970,1.12541899818925,1.03826542034153,0.548919784109822,2.37160923104583,0.464614231277793,4000
F,1970,0.160572484939318,0.142164898027191,0.0155255901151856,0.404003130030158,0.100499618926834,4000
F_Fmsy,1970,0.642823818309476,0.65038339158667,0.0535510290446737,1.15517818824381,0.266261183772371,4000
P,1970,275242.098491145,159927.698769381,50892.6428710166,1489849.166093,455996.049572328,4000
removals,1970,25536.6928533688,25289.3593610748,17423.87754258,35163.6629631588,4530.81356807803,4000
D,1971,0.540384544919395,0.510000360454776,0.25023791358573,0.986813780855766,0.195536290628738,4000
D_Dmsy,1971,1.16488699893556,1.07352940629074,0.584608986202647,2.45135212668767,0.476641584410514,4000
F,1971,0.226032240397654,0.197936417722393,0.021584128103004,0.57024997878725,0.142887124543351,4000
F_Fmsy,1971,0.901177577815934,0.919345055199912,0.0730116921223146,1.60748917487194,0.367954430704397,4000
P,1971,285148.543957427,165132.415779517,54235.2249975979,1540977.41528195,473317.775794549,4000
removals,1971,34868.8111613218,34671.6654237591,25371.0846274215,46534.2979038913,5318.88844477285,4000
D,1972,0.515892076651367,0.481099170859942,0.217629397445541,0.985010012810337,0.201773489947557,4000
D_Dmsy,1972,1.10785953661086,1.00754745415412,0.533983858181713,2.42249819484673,0.480214839185169,4000
F,1972,0.227454816581581,0.198535612012135,0.0205170545331578,0.568259004525425,0.144487368499561,4000
F_Fmsy,1972,0.906395446579503,0.927348915385413,0.0725473374333849,1.6167212718463,0.373544397150373,4000
P,1972,277588.913513356,156759.890882959,48059.6829962792,1548128.12170577,476461.693214925,4000
removals,1972,32751.2205807224,32272.7428578315,24716.1022693256,43566.5600423172,4777.31981406372,4000
D,1973,0.488227915570265,0.453635464669036,0.192689276462255,0.957659654932305,0.201918625696364,4000
D_Dmsy,1973,1.04505871836,0.95080956418438,0.491462113408221,2.32635316433529,0.470530399374587,4000
F,1973,0.236810846196532,0.206315390404469,0.0210995518554804,0.60789263300498,0.152164955495666,4000
F_Fmsy,1973,0.940986693701385,0.959528474835451,0.0758538743693064,1.67740128394961,0.389354082603849,4000
P,1973,265517.71951975,149173.185318563,42564.2352447918,1493020.51416169,463679.465583939,4000
removals,1973,32105.3392504735,31671.4473087164,23742.5413828788,43323.787344671,4961.18802008804,4000
D,1974,0.464166652277324,0.42801363769395,0.171788741578773,0.940171899134706,0.202468226454753,4000
D_Dmsy,1974,0.991267660996828,0.896808527828366,0.449066641311026,2.26666093583712,0.468271959100137,4000
F,1974,0.256640595502753,0.220925902013592,0.0228387060545075,0.665367137910806,0.166392577410371,4000
F_Fmsy,1974,1.02033851740983,1.03344370752275,0.0779327969574726,1.81819300965639,0.427742190446448,4000
P,1974,254457.3800746,140165.785098658,37898.8819867199,1450638.15996423,446020.209317554,4000
removals,1974,33282.6221953115,32603.4651892301,24128.1572022567,46694.6108563818,5858.14513386942,4000
D,1975,0.444815743800196,0.406862488478115,0.148002959679198,0.934143560868131,0.206658302527456,4000
D_Dmsy,1975,0.947944136657103,0.851226958081569,0.403611961024987,2.20963114510618,0.478403398390374,4000
F,1975,0.130673577876461,0.112788826655739,0.0120753366999713,0.338909508151653,0.0850567015615314,4000
F_Fmsy,1975,0.519463908505728,0.530193335203167,0.0418510299988055,0.927580285623736,0.216064592336795,4000
P,1975,247961.083497401,133739.63701051,32385.1446502995,1451057.00758291,449991.028652425,4000
removals,1975,17590.1166192094,17453.7868313731,11856.4667661783,23930.7330089042,3053.50273813113,4000
D,1976,0.484442136628254,0.449146621516063,0.178251990801948,0.967232507898637,0.210279393190403,4000
D_Dmsy,1976,1.03636620245154,0.929945019085666,0.479939546628996,2.3979087105922,0.492264759705528,4000
F,1976,0.151291108523933,0.132154928073697,0.0133490855973493,0.377591384467196,0.0951681098899206,4000
F_Fmsy,1976,0.606400230574587,0.620038307809136,0.0461032948864045,1.07986548846527,0.250203797443595,4000
P,1976,264635.99067599,147755.81912199,39985.717747054,1534102.6281044,464680.932664894,4000
removals,1976,21619.9763581896,21478.4008033601,15478.9114119708,28524.8904680135,3340.47471919653,4000
D,1977,0.501784331761597,0.464157508770523,0.202378702567749,0.968345227761525,0.207083136675809,4000
D_Dmsy,1977,1.076124280786,0.970074831898591,0.516193542601103,2.41189565790286,0.48909819333682,4000
F,1977,0.150580429362329,0.133675443935568,0.0139312856744368,0.365796714913785,0.0920459554057305,4000
F_Fmsy,1977,0.611381077263982,0.620495094986972,0.0471155914294691,1.12743790701968,0.262521276566529,4000
P,1977,271526.816842194,152413.531971478,45298.658156375,1522246.97828968,473924.079951541,4000
removals,1977,22854.3593215121,22417.5305857835,15155.1469272115,33487.7506120041,4702.52731200725,4000
D,1978,0.519784607160606,0.481558910710244,0.223892957784465,0.985875833225385,0.204960594090859,4000
D_Dmsy,1978,1.11690738572157,1.01370262792399,0.552625699401441,2.46709750432034,0.488467952206522,4000
F,1978,0.120979010651018,0.108133195230216,0.0117347525537741,0.288360432914181,0.0724516162099144,4000
F_Fmsy,1978,0.493247715735622,0.498705714738029,0.0384520638294034,0.897849436816237,0.209085656259164,4000
P,1978,279069.558383516,158063.742310946,49755.9458673749,1553672.84256565,484905.412690332,4000
removals,1978,20030.5182919039,19740.250602923,13020.4563201149,28377.49417833,3934.78685362807,4000
D,1979,0.565862938066812,0.525310708151325,0.265260371116467,1.0525791047312,0.209609429309795,4000
D_Dmsy,1979,1.2208312008221,1.1081977070893,0.632337940417431,2.60324263306324,0.517954585960415,4000
F,1979,0.158070588343273,0.144591680769314,0.0153451034255805,0.356518601319964,0.0899066671467716,4000
F_Fmsy,1979,0.649782782925914,0.665372346140578,0.0527963134741811,1.16642393478603,0.269997348804384,4000
P,1979,300096.016535807,172155.760308959,59921.77254593,1710068.11378754,510879.574804769,4000
removals,1979,26713.0482554285,26344.1281930596,19056.5080624038,35865.1154750596,4264.51904796494,4000
D,1980,0.561593019891678,0.52130989052915,0.276072652325496,1.04436299375763,0.202063970017833,4000
D_Dmsy,1980,1.21293943726689,1.09670781091485,0.640539499409027,2.60539008723182,0.50358182790099,4000
F,1980,0.236662223929453,0.216235349042986,0.0213312219122698,0.540091739951713,0.137608737187501,4000
F_Fmsy,1980,0.970348189769808,0.988542618934611,0.075035659250335,1.74725868199782,0.416136815627174,4000
P,1980,297313.08999539,170314.663870165,63020.1297213408,1602091.21155696,506595.792523773,4000
removals,1980,37527.6719147795,37160.4073068167,24464.6661867804,52777.7196841566,7210.61662178942,4000
D,1981,0.513843379740263,0.472475539453789,0.242179457201954,0.988800223055917,0.197223934664606,4000
D_Dmsy,1981,1.10663159683335,0.989904929386558,0.575203699002613,2.44310440332742,0.485158855836388,4000
F,1981,0.269916899436083,0.245566759860306,0.0237168664223431,0.636859865208969,0.157912946763197,4000
F_Fmsy,1981,1.0978800672511,1.12435717187785,0.0834492412920121,1.91789227820727,0.452370199872734,4000
P,1981,275985.371849753,154509.322713246,55758.1890983654,1523605.92054048,480583.780254898,4000
removals,1981,39624.9916441662,39321.091424455,29283.0636219,51471.6293698671,5602.08098996241,4000
D,1982,0.479836944180314,0.434893657754792,0.207693822930003,0.989396564537647,0.205373836006121,4000
D_Dmsy,1982,1.03066898092245,0.901302212281534,0.514818728101938,2.44730933098818,0.494961229416239,4000
F,1982,0.251896461314264,0.219942213309415,0.0201372339951307,0.622219550982149,0.158535583103553,4000
F_Fmsy,1982,1.00318612686702,1.0341540094472,0.0711758146227291,1.7384728364474,0.408157629480535,4000
P,1982,265355.595125911,144080.386755171,46187.7912609596,1553156.55016261,483965.272113171,4000
removals,1982,33042.7300179369,32817.3774879873,24683.6159278916,42881.8184544816,4660.08373596244,4000
D,1983,0.448325092217879,0.405013043352693,0.178856163735682,0.967562638050272,0.205601481856784,4000
D_Dmsy,1983,0.960816191254266,0.836196299437859,0.460859595535297,2.35834535718162,0.490529665476801,4000
F,1983,0.194235526846826,0.165055888619586,0.0150530146765039,0.514745758565243,0.129965073576326,4000
F_Fmsy,1983,0.76341730316489,0.785572761505943,0.0509060253446549,1.34647407154334,0.317637024081063,4000
P,1983,252449.437980702,132806.233950503,38762.0252385275,1559011.42734791,474729.558980674,4000
removals,1983,23623.1197695175,23284.1929880647,17933.6904777144,31498.9245373607,3432.5517232354,4000
D,1984,0.437790729739188,0.395752537620266,0.169902481301649,0.949575779610604,0.202247572518701,4000
D_Dmsy,1984,0.937412300473657,0.819277541402946,0.432627721585671,2.24612085373231,0.478386952183787,4000
F,1984,0.200878741853244,0.1689373640163,0.0154565944419705,0.539779474770287,0.136626834471235,4000
F_Fmsy,1984,0.785419938337229,0.808553377279523,0.0507381326236275,1.37279968501446,0.323459496063233,4000
P,1984,245606.343411302,130254.838661268,37241.9048895309,1461371.72630014,455970.618720271,4000
removals,1984,23526.9247625837,23271.8018483346,17653.610822103,30720.538493032,3301.8508140183,4000
D,1985,0.423378264991771,0.385633453139971,0.159068782192102,0.924814059797336,0.196929983574068,4000
D_Dmsy,1985,0.905813950456484,0.791731323630755,0.40824557843284,2.15889965949691,0.462504408122029,4000
F,1985,0.230272505877341,0.1963834386002,0.0176908039135439,0.604892996586237,0.152682774930939,4000
F_Fmsy,1985,0.905769942849934,0.93700131180527,0.0604434880105416,1.5692210341643,0.369587504734135,4000
P,1985,236828.406726829,127082.31731381,35028.2502527323,1432305.01218556,439332.535837803,4000
removals,1985,26468.3065164225,26189.5747638007,19954.2945452787,34531.9675938768,3691.87515819508,4000
D,1986,0.408314381662469,0.370745680817151,0.145409992077677,0.913084503286034,0.195753012344905,4000
D_Dmsy,1986,0.87283253210021,0.762637803336945,0.387089891505357,2.14283639745907,0.459198689832954,4000
F,1986,0.166168600902454,0.14483072539672,0.0136001292456417,0.417798918195773,0.105690710595302,4000
F_Fmsy,1986,0.660733809638931,0.68017536127373,0.0447602190888765,1.14592904985159,0.266409926814409,4000
P,1986,230290.633527731,121385.483305306,32139.223075356,1432927.85376335,431812.920188047,4000
removals,1986,19808.7463789094,19650.9571633102,14846.2355767113,25396.1735047644,2723.21273589574,4000
D,1987,0.425743850381024,0.386122503856224,0.164242527803425,0.910958238189089,0.192938043038181,4000
D_Dmsy,1987,0.91237360116256,0.799320792034053,0.419069311598372,2.17974979651155,0.45687855761996,4000
F,1987,0.146315426885153,0.131636161824884,0.013014124484675,0.348023889005763,0.0880141247712175,4000
F_Fmsy,1987,0.589669040933328,0.609580906816634,0.0442931246410744,1.0226636810568,0.234574853533183,4000
P,1987,236436.589872211,127725.770723953,36148.6672171866,1416964.68305262,430379.072237019,4000
removals,1987,19136.3505283139,18960.5279058929,14374.4288215092,24779.1472854005,2648.20755133234,4000
D,1988,0.455676940691509,0.416219882993885,0.197481280982999,0.934047892587619,0.190329020777743,4000
D_Dmsy,1988,0.980191454425204,0.867330563135248,0.483053281751723,2.27795572401068,0.458727412087985,4000
F,1988,0.235202957331842,0.216090346923362,0.0215690570801834,0.547313917218477,0.134572808312251,4000
F_Fmsy,1988,0.96016445288326,0.985149071697096,0.0750765304884023,1.67748117734859,0.382492209015907,4000
P,1988,248980.249421272,137327.233962206,44564.1199213224,1439219.6611258,445134.893850125,4000
removals,1988,32807.3646467442,32223.7880030174,24816.924285032,43834.228632879,4905.66552638422,4000
D,1989,0.457884399623888,0.415602396854673,0.194844329452068,0.950636160052275,0.196190723114219,4000
D_Dmsy,1989,0.984283837603329,0.861398175761609,0.493116694911404,2.39018777442148,0.477022511018068,4000
F,1989,0.216092963072514,0.196974819413335,0.0195300470203806,0.512631104631526,0.127153705801697,4000
F_Fmsy,1989,0.876052304975075,0.904138923672608,0.0690658798493569,1.50570204027039,0.346718230191429,4000
P,1989,253270.180204617,135965.087881614,43722.2295182221,1510564.14596493,462632.668185986,4000
removals,1989,29389.8302087213,29169.2573757223,21209.307926319,39013.270238328,4586.40482023512,4000
D,1990,0.454084430486198,0.41064687931307,0.195466030300359,0.957154167437244,0.196395726867069,4000
D_Dmsy,1990,0.976016068120285,0.848987730956354,0.491957877602104,2.34874702151946,0.476041978257653,4000
F,1990,0.190373930812507,0.173082736381552,0.0167506952859711,0.462900950648544,0.114639642500983,4000
F_Fmsy,1990,0.767347937472164,0.794156750766613,0.0601130395135087,1.29931999893719,0.300690183830459,4000
P,1990,252592.484647496,134397.318307326,43736.3808560229,1508159.29309978,466482.931368776,4000
removals,1990,24908.5491628937,24624.3081562268,18675.6732272951,32650.7831133894,3574.71315858079,4000
D,1991,0.444984468779195,0.403678320283162,0.191676991667412,0.932959367163776,0.189191580940614,4000
D_Dmsy,1991,0.955920451838933,0.836621034119321,0.482091573572144,2.24535251478352,0.456778602224456,4000
F,1991,0.162348140267706,0.149468638028225,0.0151098016090435,0.385192681892861,0.0940996431161909,4000
F_Fmsy,1991,0.661872110640987,0.679578346830104,0.0514050983512496,1.14177117998837,0.262228772601377,4000
P,1991,246035.655560879,131879.538998751,43410.1479405346,1457263.48506218,452699.917169452,4000
removals,1991,21823.2938017082,21555.2353240326,16523.0840122915,28837.7209765453,3121.59573508067,4000
D,1992,0.454691623291603,0.413263332618155,0.209299567458907,0.928265214271642,0.183345471044756,4000
D_Dmsy,1992,0.978983573318146,0.862261179203404,0.510826068721473,2.26270327942082,0.448414540731615,4000
F,1992,0.159970012310777,0.149731508818203,0.0153021445688101,0.360736583732946,0.0880780361222626,4000
F_Fmsy,1992,0.661780345879923,0.674804574674274,0.0555461427014808,1.18648053144578,0.267079703474462,4000
P,1992,248598.278644283,134173.84007834,47090.5870375925,1450955.51484174,452169.450008264,4000
removals,1992,23250.7529277616,22913.3222034526,17441.0072141009,31162.4510727902,3511.15541075028,4000
D,1993,0.480641835057794,0.43630713057848,0.231732584288037,0.953638939474948,0.184761855931983,4000
D_Dmsy,1993,1.03747830200139,0.919320380657047,0.551159265228515,2.40223783897968,0.460326508177567,4000
F,1993,0.141780865275467,0.134496305150348,0.0146353039756059,0.309417649508144,0.0743895667717342,4000
F_Fmsy,1993,0.59344890017565,0.604533592632824,0.0497956936982609,1.04792380494302,0.239106117226228,4000
P,1993,260816.841148979,140669.55477485,53060.3546785328,1491633.49440907,474008.907569561,4000
removals,1993,23258.9892111999,23130.900022659,17402.4986588975,29958.262040596,3213.38161048244,4000
D,1994,0.536082689741273,0.490933060152444,0.274437246567258,1.04353174233559,0.195431137147175,4000
D_Dmsy,1994,1.16142986681306,1.0347856453267,0.631110575859158,2.55617817824999,0.503232061977592,4000
F,1994,0.185019746352613,0.17657871280366,0.0207029629580092,0.403662989545243,0.0967735825653173,4000
F_Fmsy,1994,0.7752741202151,0.781590076191569,0.0643454155223476,1.36480677333695,0.312477838121167,4000
P,1994,287315.160112817,158759.294811216,64678.2709845851,1624888.18278974,512411.983119446,4000
removals,1994,32225.5356112301,32074.101209412,23472.0231798572,41893.2394055986,4768.5166002535,4000
D,1995,0.554239507743004,0.508721842885668,0.282917644084566,1.06778980280037,0.202397638088384,4000
D_Dmsy,1995,1.20052749237646,1.06840527667771,0.654437302734318,2.68208370642224,0.522501188893791,4000
F,1995,0.17482928092558,0.165276204474284,0.0182117257697056,0.393517399406938,0.0929450431310057,4000
F_Fmsy,1995,0.729712272461337,0.742272866560315,0.0611029818216171,1.28637640287029,0.291085750256823,4000
P,1995,295890.783210896,163319.269955795,65161.6155503446,1696993.30322658,516472.099202316,4000
removals,1995,30317.4164284373,29971.7552343896,23168.330586113,39469.9280711494,4122.55150765719,4000
D,1996,0.556266932610689,0.513824511568609,0.282099338369263,1.0526187949338,0.198492020211912,4000
D_Dmsy,1996,1.20432538981664,1.07526558806175,0.670885137470541,2.63334964979317,0.514557832000286,4000
F,1996,0.138293384391953,0.130138859387275,0.0144487668867381,0.309119526956411,0.0737951628207729,4000
F_Fmsy,1996,0.576865264991438,0.58561964693221,0.0473156179204003,1.01627503602,0.230669572632661,4000
P,1996,296518.514298151,165847.745452374,65559.9316168782,1686311.03228872,515930.034007746,4000
removals,1996,24732.7039243353,24597.4218663274,18547.7123475268,31579.4310214888,3303.86476420835,4000
D,1997,0.581695468514395,0.54056811380344,0.304985411316601,1.05784436515858,0.195375167453562,4000
D_Dmsy,1997,1.26029514978017,1.13977550248296,0.703691257054395,2.6776197185456,0.511236646329933,4000
F,1997,0.155471772618067,0.148292752683376,0.0164435124993034,0.3344447212932,0.0816012356595165,4000
F_Fmsy,1997,0.650226411680575,0.66084452637884,0.0570561982011342,1.14412929712986,0.259179027668443,4000
P,1997,305314.467337696,174205.784637816,72608.2349283393,1693191.76697304,517999.842173667,4000
removals,1997,28899.0317397797,28758.2593505147,21953.534090001,36994.7912027548,3825.56893756089,4000
D,1998,0.596190100185365,0.557282190534678,0.314942248631361,1.07631883301515,0.197031775705011,4000
D_Dmsy,1998,1.29166049546876,1.16974705828165,0.726687339068373,2.7040584824354,0.514109783553594,4000
F,1998,0.223223095370198,0.213112522207593,0.0226064686370123,0.468727073424945,0.113914893405957,4000
