model,parameter,median,lower_ci,upper_ci
0072,sigmao_add,0.183601699128909,0.10211200379414,0.282501130038664
0072,nu_catch,3.66458458681413,1.91366945508225,7.54052765450953
0072,sigmaf,,,
0073,logK,13.970541120075,12.8236434501948,15.210412847623
0073,r,0.594957674324383,0.203841053398241,1.72963910935194
0073,shape,1.18330320502399,0.426541972966767,3.29687900231581
0073,x0,1.0019830654851,0.952797889079811,1.04819890248324
0073,qeff,1.08334775982787,0.213076132276695,5.29746969021729
0073,rho,0.993490160018781,0.983877229061893,0.99735092592776
0073,sigma_qdev,1.76227176111764,1.22352462071912,2.44660585376636
0073,sigmap,0.0444348539552535,0.0289553253805665,0.0695360666963859
0073,sigmao_add,0.00533087488457029,0.000199686307631499,0.0326127739830456
0073,nu_catch,3.76285930100007,2.08180965764781,7.60410229004571
0073,sigmaf,,,
0074,logK,13.7899202775519,12.4411611594118,15.0641053593905
0074,r,0.564244000079204,0.19588602426539,1.7137212651546
0074,shape,1.16169884490188,0.401593782710599,3.5089100432742
0074,x0,1.00338889647053,0.956609128119052,1.05127510469326
0074,qeff,1.29194705360329,0.285424735477218,5.26300548300743
0074,rho,0.993456052298038,0.98350669803275,0.997281458071533
0074,sigma_qdev,1.72954361498751,1.17773734055398,2.39999602288555
0074,sigmap,0.0521735968740942,0.0322076678808356,0.0841280962933752
0074,sigmao_add,0.0195332752484736,0.000909987524983803,0.0894941224988006
0074,nu_catch,3.86465644645363,1.95810046345519,7.97787633204797
0074,sigmaf,,,
0075,logK,12.700153292794,12.1521962202419,14.5397406637974
0075,r,0.498947532389176,0.163961604912908,1.32436396586941
0075,shape,1.14950660825752,0.450893444183615,3.5499365327531
0075,x0,1.00363409032096,0.954822638891511,1.05283674460592
0075,qeff,2.26740278518446,0.514037610858269,8.16064977367905
0075,rho,0.992928481731191,0.980303539531014,0.997288241751736
0075,sigma_qdev,1.47955545455583,0.981109048516529,2.19022578604708
0075,sigmap,0.0536355102116773,0.0324439816287813,0.0864596095716298
0075,sigmao_add,0.048638195403514,0.0020650312070867,0.183620458334648
0075,nu_catch,3.78520841173356,2.05919186904339,7.80362832816964
0075,sigmaf,,,
0129,logK,12.8896254766659,12.3516049773038,14.2201698073457
0129,r,0.349883482395007,0.151637316963432,0.83686821881177
0129,shape,1.51020120964067,0.510488632456047,3.98205903113036
0129,x0,1.00069429793304,0.952158381944195,1.05096510837036
0129,qeff,2.04950728832078,0.541499223620138,7.50406844075714
0129,rho,0.993072250418755,0.981637782314369,0.997393657835788
0129,sigma_qdev,1.53136390075772,1.040686879124,2.24668396374273
0129,sigmap,0.0620428765824288,0.0358011633582658,0.103792043549913
0129,sigmao_add,0.0585941362039827,0.0194263093771655,0.107357080013673
0129,nu_catch,3.71291126619386,2.05502325929802,7.58766207376739
0129,sigmaf,,,
0130,logK,12.699839637984,12.2096704077517,14.5589344260457
0130,r,0.501223038335947,0.188723965379958,1.1129782351572
0130,shape,1.1346421953669,0.432633441702969,3.18958381895145
0130,x0,1.00224200595786,0.953118873297401,1.05389765317381
0130,qeff,2.19980391752702,0.439533999177393,8.16044254106435
0130,rho,0.99225116154778,0.978843666227527,0.997129524181419
0130,sigma_qdev,1.47804480329456,1.0202372602413,2.21690152060502
0130,sigmap,0.0812706309626995,0.0480990042779408,0.134368811575256
0130,sigmao_add,0.132899624822406,0.0756414484942769,0.201018419206714
0130,nu_catch,3.72955524804618,2.06503084710061,7.61702039797354
0130,sigmaf,,,
0131,logK,12.8379701369326,12.3444670401634,14.2697888987272
0131,r,0.396723933742748,0.1564521975998,0.908489288246132
0131,shape,1.34404932250943,0.551586673569254,3.47069058253282
0131,x0,1.00028483359411,0.95404287900778,1.05356535662748
0131,qeff,2.06717447106462,0.572033365800857,7.91149847223505
0131,rho,0.993057775970034,0.980847112718123,0.99727014745225
0131,sigma_qdev,1.52246105396279,1.04223936289979,2.19356648331974
0131,sigmap,0.0615713065735056,0.0352900893387522,0.10040098005383
0131,sigmao_add,0.0830960651243548,0.0428839391932887,0.138399166381384
0131,nu_catch,3.61041159269425,2.05075410803674,7.42113894666833
0131,sigmaf,,,
0132,logK,12.6997449412258,12.1893073522587,14.5153591509151
0132,r,0.516932020208142,0.197823470216034,1.20711811138306
0132,shape,1.08569127433057,0.432592960751397,3.12937171339403
0132,x0,1.00276315744421,0.953408749266443,1.04904450613122
0132,qeff,2.46713014243752,0.50581730838209,10.3251746370186
0132,rho,0.993007453463973,0.980514791758426,0.997377615626471
0132,sigma_qdev,1.52658758232952,1.04433346518543,2.27600875137106
0132,sigmap,0.0742262500237756,0.0412359157223633,0.122095324824404
0132,sigmao_add,0.161613528389309,0.101688326322244,0.232373770153723
0132,nu_catch,3.70922945319511,2.11245778001704,7.55634624674167
0132,sigmaf,,,
0076,logK,12.8157033903139,12.3389364834685,13.88790714384
0076,r,0.3919869305861,0.179793182485883,0.900915579480356
0076,shape,1.34020076402926,0.548586592524134,3.4933552350195
0076,x0,1.0007684908662,0.953836944138638,1.05018009501769
0076,qeff,1.30274301632439,0.392171378788171,5.28512031919133
0076,rho,0.994093389803273,0.980430444407833,0.998076761516
0076,sigma_qdev,1.42651077482389,0.883841642780031,2.19198392064021
0076,sigmap,0.0563767919429082,0.0343719848673487,0.09368666483588
0076,sigmao_add,0.0867914787644624,0.0315700533698261,0.163056410328777
0076,nu_catch,17.9865691800806,6.15135638866266,55.2470649793493
0076,sigmaf,,,
0077,logK,12.8106656657782,12.3624852152639,14.0258402217609
0077,r,0.377523217293819,0.157598015310889,0.818987525191204
0077,shape,1.4179541898367,0.580642870250128,3.75701667602325
0077,x0,1.00257170206804,0.956133119458488,1.05058495740614
0077,qeff,2.40942547496465,0.743251607703599,7.8290454554706
0077,rho,0.991402113284076,0.980340741842323,0.996912205646645
0077,sigma_qdev,1.52919926204122,1.06703308508599,2.21146835260825
0077,sigmap,0.0618669926566587,0.0369470388562024,0.101686724308872
0077,sigmao_add,0.0801231010743689,0.0288666289325973,0.15143026948826
0077,nu_catch,1.81950145692041,1.16656101011516,2.99635034489102
0077,sigmaf,,,
0078,logK,12.7693185524821,12.2945246461124,13.6205349181572
0078,r,0.398996667796947,0.157672277837843,0.850839288340171
0078,shape,1.40292519610904,0.565907065705557,3.60934660759812
0078,x0,1.00075223700145,0.954974114558903,1.04883399090317
0078,qeff,1.37529979369817,0.433703128657913,5.72962673304283
0078,rho,0.99404031026828,0.982505413214194,0.997929962771523
0078,sigma_qdev,1.41342676808944,0.91374183833349,2.1725902222034
0078,sigmap,0.0570028963026551,0.0342671749828832,0.0932022719001394
0078,sigmao_add,0.0839133103833978,0.0308617714378525,0.152049366697119
0078,nu_catch,14.8474075507204,4.46208810771008,48.4709149579353
0078,sigmaf,,,
0079,logK,12.8190972379641,12.3187835621476,14.033962083178
0079,r,0.383823399057365,0.146161543136103,0.837562168395185
0079,shape,1.41778321901938,0.540311215323675,3.93818237114064
0079,x0,1.00299618246064,0.959318225682718,1.0505009780748
0079,qeff,2.54178904176871,0.799087795319804,8.98178723316518
0079,rho,0.992646032135737,0.98146610447288,0.997188849178381
0079,sigma_qdev,1.52870706453547,1.10032215599615,2.16151477534933
0079,sigmap,0.060536716309414,0.0363938388412924,0.104558229981549
0079,sigmao_add,0.0833143366003297,0.0275770248241189,0.163967901872184
0079,nu_catch,15.9259638442147,4.95735725206203,55.0367763113865
0079,sigmaf,,,
0080,logK,12.8141534073767,12.303876518465,13.9902511557034
0080,r,0.389573588422195,0.142330752118919,0.90341055596121
0080,shape,1.34923032723443,0.511039406604968,3.83998922812241
0080,x0,1.00316124103953,0.956208280880045,1.05206264127741
0080,qeff,2.54151064656452,0.850546271600439,7.73743122535409
0080,rho,0.992528229179696,0.981016129427352,0.996867035980698
0080,sigma_qdev,1.51951805386696,1.0454426602422,2.13817064300966
0080,sigmap,0.0604199015020464,0.0349962190345127,0.102643539471003
0080,sigmao_add,0.0826921723496214,0.0267408514602609,0.157218290688388
0080,nu_catch,15.3647276303876,4.46482998701607,51.2886331786094
0080,sigmaf,,,
0081,logK,12.7765237244077,12.2916064910183,13.9104301070488
0081,r,0.40915220291506,0.162093966847504,0.936023854927961
0081,shape,1.35244283300918,0.536824971924664,3.72022290171622
0081,x0,1.0009101563955,0.957097667076308,1.04842432091795
0081,qeff,1.83466266026258,0.559322896162619,6.95932813738688
0081,rho,0.993527419912267,0.981775029093535,0.997620709265006
0081,sigma_qdev,1.47814388606919,0.983132552091966,2.22142436134952
0081,sigmap,0.0589909170292333,0.0339780041862456,0.102466967796791
0081,sigmao_add,0.0840044250208556,0.0289064827371514,0.169213633026371
0081,nu_catch,3.77027082141508,2.06380041415737,7.2829328563277
0081,sigmaf,,,
0082,logK,12.7471608490175,12.2905884167727,13.8752433853538
0082,r,0.426713183283225,0.166698127687367,0.909666571906392
0082,shape,1.29006211696945,0.508660263101626,3.4755313777563
0082,x0,1.00537781707525,0.955447276331189,1.0524149190568
0082,qeff,2.49536482930373,0.764681050974337,7.31349494371793
0082,rho,0.993193213301837,0.982044043481027,0.997356953575502
0082,sigma_qdev,1.50500537743853,1.05972902128163,2.12891844297008
0082,sigmap,0.0609449639101618,0.0358324530699202,0.0985159343976697
0082,sigmao_add,0.0817465988315653,0.0264867373718184,0.164205922816877
0082,nu_catch,15.1986692861039,4.45335976370624,50.4676813813787
0082,sigmaf,,,
0083,logK,12.7440026905649,12.2674870369908,13.976059483059
0083,r,0.414879514695854,0.156770758811284,0.962491150001187
0083,shape,1.34893833559174,0.498537619236332,3.5335648319581
0083,x0,1.00218511583505,0.957986045739121,1.04328910181084
0083,qeff,2.46820359639352,0.828580102789904,8.4058689943627
0083,rho,0.993279265058345,0.983282944671943,0.997441146026586
0083,sigma_qdev,1.50665512855112,1.05227651294431,2.20871414173978
0083,sigmap,0.0606956204372337,0.0362628784338965,0.0995409896219879
0083,sigmao_add,0.0838822527689787,0.0289937899017915,0.150519249795997
0083,nu_catch,14.5395387770411,4.70406778862487,51.1452701200326
0083,sigmaf,,,
0093,logK,14.3891280905893,14.0112532415564,14.7736874822776
0093,r,0.397280644336481,0.0966946876775252,1.31529969920063
0093,shape,1.37319818310249,0.450171448941119,5.36671864331729
0093,x0,1.00357613082667,0.954348585048017,1.05217345341523
0093,qeff,0.271925957133857,0.192609994134447,0.373754683621693
0093,rho,0.989768277025631,0.979192798883066,0.995793441257892
0093,sigma_qdev,1.37075553994263,1.0451169618343,1.74641008829412
0093,sigmap,0.0740373724525396,0.0396931293570316,0.121350803275194
0093,sigmao_add,0.0996880442480784,0.0328908118633548,0.188112184670963
0093,nu_catch,4.12553341276922,2.09644111065442,8.59582198880308
0093,sigmaf,,,
0096,logK,14.394703004346,14.0264079503183,14.7648103719154
0096,r,0.406600364520732,0.0745427400963384,1.38478101684791
0096,shape,2.38737671241389,0.71686315231601,10.6756149564482
0096,x0,1.00270853254115,0.957127815807479,1.04685857863999
0096,qeff,0.271481158227208,0.19144641323364,0.377041836242135
0096,rho,0.989387852533794,0.977839370484548,0.995403290923249
0096,sigma_qdev,1.37035057817342,1.04864910318269,1.80117916210003
0096,sigmap,0.0678031536080464,0.0362168774136582,0.119720905755295
0096,sigmao_add,0.115367893932608,0.03721398676399,0.201985835111014
0096,nu_catch,4.10619899084067,2.13175163286426,8.70553402376634
0096,sigmaf,,,
0110,logK,12.6142247524451,12.1298319538752,13.7922461725174
0110,r,0.517211676609484,0.219529341621147,1.17132668901815
0110,shape,1.19762755549196,0.421322302104277,2.93775324905245
0110,x0,0.998146216700938,0.950741620533268,1.04794094391448
0110,qeff,0.349469668324738,0.110868620037641,3.01664172295735
0110,rho,0.959409052541733,0.885684994093319,0.990084360442173
0110,sigma_qdev,1.29658185950759,0.790661035388405,2.52896403038583
0110,sigmap,0.0647861989203924,0.0385703411258211,0.112843717115755
0110,sigmao_add,0.0768016616806843,0.0190732743916666,0.160727943758424
0110,nu_catch,,,
0110,sigmaf,,,
0111,logK,12.8389427093191,12.3638261961936,13.9936630242005
0111,r,0.362812899091234,0.143952826968062,0.873833729773811
0111,shape,1.42844958952988,0.526652188193407,3.87298068375653
0111,x0,1.00013824167342,0.956258318731713,1.05333517162688
0111,qeff,2.55047136168058,0.846916040914994,8.1640533188351
0111,rho,0.987955308790823,0.968024225448396,0.995212324151004
0111,sigma_qdev,1.55139925442914,1.07521274866375,2.2369364531248
0111,sigmap,0.0612384260873525,0.0360756211688464,0.10230328355339
0111,sigmao_add,0.0823204835900834,0.0291197017624664,0.155299735588703
0111,nu_catch,3.53409741575354,1.9531332161695,6.85619305854743
0111,sigmaf,,,
0112,logK,12.7765825592362,12.3435147451359,13.7726548268081
0112,r,0.410173024537552,0.168618386081954,0.849921545860553
0112,shape,1.2679328024614,0.503357551006924,3.51998628310275
0112,x0,1.0025256685215,0.956007547710941,1.05520924783277
0112,qeff,2.58691058594988,0.704293398431,8.58865653639601
0112,rho,0.985971611899195,0.960943166131645,0.994697379526684
0112,sigma_qdev,1.53771952492631,1.02561092457921,2.22116027647985
0112,sigmap,0.0614018792122886,0.0358374007928779,0.101245468394635
0112,sigmao_add,0.0877048576351744,0.0316297932130854,0.160090554990754
0112,nu_catch,3.11124603144786,1.7694984569529,5.6901286431228
0112,sigmaf,,,
0113,logK,12.7790650292892,12.3371729287986,13.6372049749535
0113,r,0.415175335642238,0.167251344659391,0.858506835863848
0113,shape,1.23340478598624,0.494758244562823,3.38542994596998
0113,x0,1.00111394295151,0.95132861572181,1.05444790399672
0113,qeff,2.97849770823757,0.978095537321293,9.93395604675077
0113,rho,0.97606217719561,0.937516877662056,0.991481842547237
0113,sigma_qdev,1.59190173199634,1.09018410647385,2.20358001360494
0113,sigmap,0.0684890485123438,0.0387412631781941,0.115668999623224
0113,sigmao_add,0.0762724904017127,0.0246390142362669,0.144954838606085
0113,nu_catch,3.49914607060588,1.9044367316097,6.7546824692133
0113,sigmaf,,,
0114,logK,12.7892984067011,12.3190893294764,13.7295968619448
0114,r,0.474478744061274,0.16598753000544,0.999569603087308
0114,shape,1.00384699674148,0.395139697149343,3.23825079702334
0114,x0,1.00237196211702,0.949950810828303,1.05165230062986
0114,qeff,1.80321867963388,0.637525498585815,6.86449311546549
0114,rho,0.956062978363847,0.85696356826646,0.987759571960755
0114,sigma_qdev,1.54988825456413,1.03786678665414,2.21957470117201
0114,sigmap,0.0849946851800087,0.0448611813468515,0.142618988262541
0114,sigmao_add,0.0658185692152643,0.0136624957616525,0.138000887817257
0114,nu_catch,2.93095427979637,1.60480585031507,5.66848077405198
0114,sigmaf,,,
0115,logK,13.3858150487953,12.9352298082368,14.027137213716
0115,r,0.438606593073221,0.178069772313777,0.93436016607408
0115,shape,1.26902200414625,0.484505868322636,3.32193471381938
0115,x0,1.00262535591578,0.95333741546983,1.05380710873647
0115,qeff,2.4383753458207,0.784783518142744,8.01464081956528
0115,rho,0.993605469471053,0.981729675541303,0.99752043172025
0115,sigma_qdev,1.52520638351442,1.08220755481092,2.14678644099372
0115,sigmap,0.0603604477619269,0.0353676275987119,0.0954718320638204
0115,sigmao_add,0.082005051232079,0.0273349936581445,0.155080982697802
0115,nu_catch,3.7210546269867,2.04309561574339,7.81839046281514
0115,sigmaf,,,
0116,logK,13.3005291528034,12.7262904902205,14.1495432500046
0116,r,0.436646442006014,0.17088068754282,1.1743106778655
0116,shape,1.2592898069684,0.459309804821305,3.51713530688888
0116,x0,1.0009342966541,0.951551714362907,1.05133646032235
0116,qeff,1.46248615456782,0.477726048933181,5.77228107421213
0116,rho,0.993209451928359,0.98072156154577,0.997606461763371
0116,sigma_qdev,1.54623961209929,1.04509021396201,2.22338831480259
0116,sigmap,0.0619288554045976,0.036361909128829,0.0984733160640104
0116,sigmao_add,0.0842362092132226,0.0286461657012243,0.162281346516197
0116,nu_catch,3.7062099819699,2.04668951137789,7.49858873756812
0116,sigmaf,,,
0117,logK,13.3504799909486,12.9571248028185,13.9452151175498
0117,r,0.326799741251984,0.149846297612261,0.64153455621907
0117,shape,1.63833035988564,0.680949587212433,3.92976127266025
0117,x0,1.00094527374373,0.951802988189699,1.05178143146335
0117,qeff,2.54338859574098,0.895183270880746,7.99617485130176
0117,rho,0.99361796280855,0.982532268669157,0.997453948650257
0117,sigma_qdev,1.53056568555971,1.06341559877207,2.11926761740382
0117,sigmap,0.0561233009110643,0.0318688426558548,0.0944013621364517
0117,sigmao_add,0.0779348496396497,0.0274671456838247,0.147434956534394
0117,nu_catch,3.57304213204731,2.06324165112452,7.87726790057839
0117,sigmaf,,,
0118,logK,12.8033968760871,12.322865055938,13.589834906843
0118,r,0.348771666753108,0.136175343209541,0.788542874757679
0118,shape,1.58367137062817,0.63707231757427,3.83381161852526
0118,x0,1.0006441130073,0.950531401101948,1.05256265357449
0118,qeff,2.44590404390128,0.789298876682471,8.56398845601928
0118,rho,0.993075201825955,0.98042817199164,0.997237811719619
0118,sigma_qdev,1.52040521933902,1.04403988450593,2.15248053435932
0118,sigmap,0.00100015041228039,0.000907878335514109,0.00110864332671693
0118,sigmao_add,0.106348842281281,0.048686295337446,0.185208565451581
0118,nu_catch,3.62390770266332,1.98213792610466,7.33661521451818
0118,sigmaf,,,
0119,logK,12.7276872300126,12.2196168812838,14.0170495714153
0119,r,0.430733709160142,0.16061109231925,0.966045594284426
0119,shape,1.29117950446095,0.505938790751292,3.50089774003425
0119,x0,0.903155679372187,0.862904757895944,0.946459954146734
0119,qeff,2.60329577331615,0.82454269602975,9.08080899739387
0119,rho,0.993321129538945,0.983005021765271,0.99743865816244
0119,sigma_qdev,1.51464593252053,1.06516970127258,2.22060506818214
0119,sigmap,0.0611062205931065,0.0353486673922555,0.106340220285288
0119,sigmao_add,0.0839312262446386,0.0290635465746414,0.150305159771083
0119,nu_catch,14.1453926791986,3.9201364843344,47.3058921935603
0119,sigmaf,,,
0120,logK,12.7580124427155,12.2102849330707,13.5228821341527
0120,r,0.364086191395546,0.1461733532312,0.861368477730015
0120,shape,1.73567935570932,0.634255119583555,4.21979160256366
0120,x0,0.498634980553732,0.476930937785604,0.524056241558348
0120,qeff,0.175137836571692,0.0753448300461891,1.56146535710978
0120,rho,0.991829491977946,0.969405482055751,0.998613303554251
0120,sigma_qdev,0.999908723273033,0.609437308143301,2.38565062913021
0120,sigmap,0.0574673923118956,0.0339495136457253,0.0936890800887149
0120,sigmao_add,0.084401734597825,0.0273790396235402,0.162828386350961
0120,nu_catch,21.9881361561222,6.53049520973794,59.8493660829799
0120,sigmaf,,,
0121,logK,12.8768311958414,12.3025329507976,13.908045502386
0121,r,0.377742002013867,0.155623866321938,1.20896312849306
0121,shape,1.61342914538937,0.491177658848379,4.22447083039955
0121,x0,0.69883057890033,0.66442964703458,0.732424173571825
0121,qeff,0.127453644426862,0.0403480625926025,3.29472840005376
0121,rho,0.991551160451458,0.964934647987976,0.999024609959197
0121,sigma_qdev,0.981548602449146,0.575158679186188,3.03875393830807
0121,sigmap,0.0632804764921587,0.0381409345565943,0.10973172243963
0121,sigmao_add,0.0868282878583424,0.0228263865862174,0.175191426531183
0121,nu_catch,23.0191033590075,6.32734072286173,64.402919189059
0121,sigmaf,,,
0122,logK,13.2835664454277,12.4769363676774,14.8658653201871
0122,r,0.495941065909663,0.175884350213518,1.70635941732427
0122,shape,1.18918099570701,0.359735662338776,3.6292825198614
0122,x0,0.898882558474626,0.858932824656565,0.947808773230932
0122,qeff,0.110623908366928,0.0237425031618663,4.92938971423495
0122,rho,0.994189892355021,0.962196437601279,0.999398041684551
0122,sigma_qdev,1.20731508282202,0.576950016277577,3.38932428370171
0122,sigmap,0.0660021671465897,0.0381084962087465,0.106017608733423
0122,sigmao_add,0.0931415709558051,0.0289636135425316,0.187867653376908
0122,nu_catch,22.7704857818738,6.38044473066193,57.3428879579586
0122,sigmaf,,,
0124,logK,12.7210364078639,12.205428994063,13.7615919090423
0124,r,0.447798840753812,0.173386351945763,1.04460565172255
0124,shape,1.20506458178926,0.463471254228049,3.290603055265
0124,x0,0.999641007570724,0.950757056801517,1.04875292483558
0124,qeff,2.07980964511094,0.573140017641363,8.54169553951676
0124,rho,0.988149913677415,0.964010826307511,0.995764262881682
0124,sigma_qdev,1.50169265466478,0.986933148260978,2.13753452355643
0124,sigmap,0.061430551410866,0.0341448156681557,0.0983566918983704
0124,sigmao_add,0.0735290111448353,0.0173769222572859,0.150094397456913
0124,nu_catch,4.86972175579576,2.43701852106139,21.9495964247047
0124,sigmaf,,,
0126,logK,12.7165936975291,12.2305997550387,13.5400169069918
0126,r,0.445855173218287,0.168397130829487,1.12468971716477
0126,shape,1.1949892861114,0.425850307829856,3.48120255574344
0126,x0,1.00215867730444,0.951075977470788,1.05278478936325
0126,qeff,2.83775910606668,0.858064360254855,10.1992620239861
0126,rho,0.975508020003299,0.928419924702987,0.992377791203129
0126,sigma_qdev,1.56728853585859,1.05616550118876,2.21137218007872
0126,sigmap,0.0611107204036579,0.0360475208871377,0.101823496909591
0126,sigmao_add,0.070453101214361,0.0170991529729021,0.140376490570847
0126,nu_catch,4.43462009536989,2.03061150264707,12.9766068090425
0126,sigmaf,,,
0127,logK,12.5615807465553,12.0778507369899,13.4086874577671
0127,r,0.529939016144269,0.21497152881215,1.31165489137085
0127,shape,1.19588605866538,0.446752308815523,3.06731872712418
0127,x0,1.00007813171848,0.95342766294215,1.04798517083145
0127,qeff,,,
0127,rho,,,
0127,sigma_qdev,,,
0127,sigmap,0.0623203746683521,0.036042196623317,0.102349699867991
0127,sigmao_add,0.0721654588942221,0.0178229231597677,0.151934126321768
0127,nu_catch,19.8317728761204,5.10703624569744,55.3353835493806
0127,sigmaf,0.212357901863328,0.061551911617261,0.413059160856793
0128,logK,13.2756728511635,12.6854565528184,14.472332534239
0128,r,0.362374306878675,0.141720553282911,1.26209903548771
0128,shape,1.54575038890457,0.479583288333983,4.73316248969167
0128,x0,1.00069831825473,0.951854803030449,1.04956284172593
0128,qeff,,,
0128,rho,,,
0128,sigma_qdev,,,
0128,sigmap,0.0650055661923965,0.0353979704598309,0.107684299610513
0128,sigmao_add,0.0930054469751242,0.029332959794737,0.178327485165398
0128,nu_catch,20.3612269221349,5.79446443451608,57.4339593504805
0128,sigmaf,0.0677140785473742,0.0169573157999901,0.148428573417578
0133,logK,13.6868165665852,13.4091061735133,14.1744169258091
0133,r,0.17602997791899,0.135333016081773,0.229296662672805
0133,shape,0.867542383416759,0.355715056393944,2.26478406343138
0133,x0,1.00178419473756,0.955465820169997,1.05117264416365
0133,qeff,1.01195898932834,0.375222387957937,4.63679386486869
0133,rho,0.993934970027345,0.984123062952472,0.997850345767216
0133,sigma_qdev,1.58325397242986,1.05467757575235,2.29695528839424
0133,sigmap,0.0568439687777275,0.0352709308122423,0.0963270995733494
0133,sigmao_add,0.0853070778976616,0.0311977289770267,0.161554213920927
0133,nu_catch,3.64184342224549,1.97056114974869,7.34183205809714
0133,sigmaf,,,
0134,logK,13.4987588211313,13.2423795602391,13.9440553216066
0134,r,0.180349075055579,0.132781849101785,0.233652687746457
0134,shape,1.33145074418813,0.532564537636064,3.97637576068812
0134,x0,1.0034391845585,0.955267652200344,1.04607233975011
0134,qeff,1.23736980596014,0.47139784708056,4.69505797949463
0134,rho,0.993871353386064,0.983794226186493,0.997891541886341
0134,sigma_qdev,1.55791522032697,1.10525371645587,2.26793912201975
0134,sigmap,0.0580744524599867,0.0355434714267688,0.0957972074856818
0134,sigmao_add,0.0832264209454089,0.0307677841579836,0.156087961504568
0134,nu_catch,3.71802832814545,2.05734780241317,7.56645761923301
0134,sigmaf,,,
