sample_id,id,logK,max_age,M_ref,L1,L2,vbk,cv_len,maturity_a,l50,weight_a,weight_b,sex_ratio,h,Lc,age1,age2,reproductive_cycle,rmax,epr_unfished_rmax,alpha,generation_time,inflection_point,amat50,shape,subsample_method,clean_index
65124,65124,14.2977000630264,10,0.572137838368948,84.7947924886091,267.46092952013,0.411465746783969,0.127524007065222,-21.2850265988674,247.46092952013,5.53458076758251e-07,3.46923543431348,0.491054100471164,0.774273235779543,128.433197949611,0,10,1,0.5885,20.8343,0.6586,5.4282,0.4158,4,1.29148300483059,Inverse Transform.D,60591
40380,40380,13.6444444530864,21,0.45260364651011,47.3151937926579,312.14488906208,0.459522314979803,0.167892633425072,-15.326006028353,214.562990752331,6.00804847858258e-07,3.50640064934951,0.494695716906332,0.773078485620878,142.192082014148,0,10,1,0.676,122.139,0.1116,5.1374,0.4002,2,1.18937587775846,Inverse Transform.D,37523
70571,70571,14.7166403247323,14,0.32680766506861,41.6437201042458,209.02132656357,0.222519213404067,0.17614855132997,-21.3226930264035,189.02132656357,5.3509885743644e-07,3.44096991278665,0.492621123288334,0.932907019295012,132.167962677989,0,10,1,0.5732,13.8915,4.0038,9.0765,0.3246,6,0.786094531585238,Inverse Transform.D,65668
117396,117396,13.6874246686863,13,0.314833550726947,70.1115901166902,198.235637185064,0.580271472025128,0.109487125137821,-19.0714480549846,137.919670208059,5.48693281908965e-07,3.44057130042422,0.519450780777044,0.690403657754227,148.619590447577,0,10,1,0.5948,46.0924,0.1935,5.3799,0.4155,2,1.28944754854965,Inverse Transform.D,109267
426757,426757,13.7628139831245,14,0.290962299305765,60.6524438914072,195.901599720343,0.527558609870415,0.128845267416909,-17.0010098206019,175.901599720343,5.53219515485812e-07,3.51336244699084,0.535521537882987,0.84622279746963,166.717706277111,0,10,1,0.6678,54.2998,0.4054,6.7156,0.3524,2,0.918715297241059,Inverse Transform.D,397266
426062,426062,14.1761985801159,18,0.335583903199616,66.7469494381351,246.899026604541,0.722783122036113,0.128056295309216,-19.7667339826964,188.522628947164,5.41301527750848e-07,3.43369191889558,0.482783597602189,0.725461222079913,120.163601838725,0,10,1,0.6594,79.7867,0.1325,5.1853,0.4031,2,1.20779442549983,Inverse Transform.D,396623
184596,184596,14.5285923926325,20,0.279708375855833,70.0526898851357,216.371277763366,0.781774688409981,0.0536616418976337,-25.5983866610538,169.12514152478,5.20500956586633e-07,3.41760755376648,0.508142215873854,0.70413412290857,135.703814260432,0,10,1,0.5947,65.0589,0.1463,5.6346,0.4069,2,1.23231152335189,Inverse Transform.D,171832
426755,426755,14.0768200177688,13,0.139980775416099,54.1037840765832,238.62329905914,0.67134791814435,0.118334142165259,-22.4261874133922,170.56880024365,5.41357734456222e-07,3.55076592821886,0.475576130681773,0.818061231783514,172.090873979238,0,10,1,0.5605,417.6792,0.0431,8.209,0.3476,2,0.894634435429183,Inverse Transform.D,397264
28397,28397,13.8204294914259,12,0.412525953182918,54.0158994267854,231.804111116059,0.858502099327735,0.0870962926652283,-22.6561123231608,225.52394123739,5.50687818309744e-07,3.5037488437749,0.479397330727713,0.697641779847884,118.97051419731,0,10,1,0.5594,58.8569,0.1568,5.0856,0.4375,2,1.44675744706557,Inverse Transform.D,26408
78459,78459,13.7616314124389,13,0.258489561740482,81.1508563108355,277.060691226806,0.549539476525586,0.149923270056024,-9.43669513246752,257.060691226806,5.62590146285709e-07,3.52924015491242,0.477070677654118,0.833292329075619,167.06492850963,0,10,1,0.6625,238.7061,0.0838,6.8166,0.3511,2,0.912142386065781,Inverse Transform.D,72991
432510,432510,14.0734107086399,13,0.300086769626728,52.9558729327159,227.493534801905,0.820781031048751,0.0668076470028609,-15.0639172388491,187.300639950594,5.48761363928826e-07,3.43008645479329,0.496707319551639,0.753291514197467,146.521153249093,0,10,1,0.6575,73.5909,0.166,5.5634,0.3905,2,1.12954855228342,Inverse Transform.D,402624
406473,406473,14.3439176467883,17,0.276374859649044,63.9073514546582,231.239415370891,0.772324117260693,0.237875861674547,-23.7229059643562,209.083063674321,5.42353407622826e-07,3.43361626955019,0.523729470332688,0.721036930256352,122.359518210299,0,10,1,0.5883,89.5457,0.1155,5.927,0.3994,2,1.18433872820675,Inverse Transform.D,378449
481578,481578,14.0654264502583,11,0.413131119098979,61.2007870733603,193.750409204948,0.419019238841733,0.0993484821170568,-21.5464720115737,153.102138600057,5.35773356807731e-07,3.44962505009868,0.511592523726912,0.803705258428042,158.016613789586,0,10,1,0.6509,17.6347,0.9287,5.6785,0.3885,2,1.11754443779215,Inverse Transform.D,448339
21205,21205,13.6657465606768,16,0.29964908793269,49.8272004463649,201.169138421769,0.754344336996411,0.201442636735737,-13.0804313877595,181.169138421769,5.68191087614247e-07,3.45404860584276,0.524551359665625,0.754365720113332,123.077569940961,0,10,1,0.6538,56.36,0.218,5.7176,0.3864,2,1.10505892629248,Inverse Transform.D,19716
496576,496576,13.981263041528,17,0.42668626751313,77.6012389330438,206.608538113927,0.466746870562989,0.15904912953265,-17.807067408951,186.608538113927,5.75036737642272e-07,3.48280999943862,0.53075716871123,0.767903358421614,142.127012607889,0,10,1,0.6396,27.7366,0.4771,5.4123,0.4008,2,1.19316612330181,Inverse Transform.D,462325
206266,206266,12.5792391204513,14,0.262878393276485,53.3351234984958,230.264884709253,0.688874892477192,0.160079819336534,-16.4446250888457,210.264884709253,5.51598193795547e-07,3.49937722638084,0.509565864280274,0.809492202075407,143.441300888231,0,10,1,0.6448,118.0422,0.144,6.5368,0.364,2,0.979093219581203,Inverse Transform.D,191992
29625,29625,13.639699645194,19,0.405477300392355,73.6749828647594,241.321247523448,0.677156594026878,0.211035584425554,-14.9181703379076,206.523347392903,5.45440582059925e-07,3.40995618555339,0.514981869619215,0.675810330765656,157.364054307339,0,10,1,0.6145,49.2145,0.1694,4.7142,0.4341,2,1.42134103213089,Inverse Transform.D,27541
28314,28314,13.868785133339,13,0.466000462502988,52.697141154586,315.790950235536,0.392077765363794,0.0668020520824939,-20.3103150942854,143.651077688633,5.22524622828956e-07,3.4444026284067,0.52808599523352,0.692784752758511,197.259620952135,0,10,1,0.6434,87.4255,0.1032,4.7228,0.4252,2,1.35675924359527,Inverse Transform.D,26329
342169,342169,13.8191504838928,16,0.292746787043234,55.6522862756442,274.755839981437,0.804642415450047,0.122858230350539,-23.5303647571344,254.755839981437,5.37975394030372e-07,3.52901654940601,0.485285628511581,0.806269423687632,121.149253526993,0,10,1,0.6761,211.8974,0.0786,6.0847,0.3685,2,1.00337845521104,Inverse Transform.D,318552
91179,91179,14.4327872309408,16,0.295780495214124,51.3763875678922,195.283349975944,0.717627717414423,0.195837242435664,-18.1912032648762,148.704796411417,5.66021044021503e-07,3.46834801133759,0.508998759841852,0.728631878155545,136.979283232153,0,10,1,0.6389,56.3858,0.1905,5.6105,0.3943,2,1.15266504095849,Inverse Transform.D,84861
62307,62307,13.4988287116726,16,0.15710257752303,59.9661283519029,208.519282316035,0.603165024532885,0.211880244221538,-18.6295744435444,200.753244254387,5.71855516025711e-07,3.41585709091798,0.503138542701517,0.88312216722684,128.687419836968,0,10,1,0.651,107.9037,0.2801,8.8762,0.305,2,0.701847021876814,Inverse Transform.D,57971
484682,484682,13.3722438672783,11,0.284291073196763,66.1463673645512,377.159206420184,0.662518978602203,0.0946380163077265,-23.5525323323302,223.9814038261,5.34647423906832e-07,3.48152592406242,0.509226380763202,0.708365405185478,133.200796528903,0,10,1,0.5946,614.6504,0.0158,5.5786,0.4088,2,1.24473546523997,Inverse Transform.D,451233
52280,52280,12.7163449532829,14,0.360153741608332,51.0143605259797,227.314443449893,0.645465282289907,0.231290706060827,-18.1316763495702,207.314443449893,5.50779021089132e-07,3.48834386062708,0.512064907215028,0.748288743893092,169.138211787207,0,10,1,0.6261,64.498,0.1844,5.4713,0.4028,2,1.20587743367354,Inverse Transform.D,48608
129397,129397,14.3126796005379,11,0.342661328156484,53.9325332587632,192.072150796497,0.474583953681816,0.172205905942246,-15.7905123152452,144.262355585511,5.41461032138409e-07,3.43214865252769,0.526185615301364,0.741465988622946,128.311350720658,0,10,1,0.5764,26.8335,0.4275,5.7823,0.4079,2,1.23883656810195,Inverse Transform.D,120481
357367,357367,13.1249922475386,13,0.22037624943945,50.7556917440798,263.693695141041,0.512688704257,0.210049534682184,-19.2403863454068,243.693695141041,5.52446979085788e-07,3.47611967172571,0.509229764129176,0.848667011774454,133.189287864095,0,10,1,0.5707,180.3553,0.1244,7.787,0.3541,2,0.927368479605673,Inverse Transform.D,332705
22424,22424,13.6181645385315,10,0.33203922565409,71.2517733580176,193.577731619677,0.801142035299162,0.225965808425099,-16.4312369751575,175.21759531645,5.58061745270662e-07,3.48521867098462,0.52832798197347,0.688376299851159,167.167498938856,0,10,1,0.6299,57.4215,0.1539,4.9534,0.4202,2,1.32167290398042,Inverse Transform.D,20865
313896,313896,14.3011805231959,12,0.498369048508798,38.1559486231816,280.888015551673,0.543137498807652,0.0977438412606716,-17.551313368178,206.156562194238,5.33928270840845e-07,3.46087169522659,0.501804649539419,0.75336986947778,121.999823730225,0,10,1,0.6747,56.4944,0.2163,4.7712,0.4144,2,1.28200898681734,Inverse Transform.D,292142
293996,293996,14.1845889931651,10,0.67900840801668,64.9277910390507,219.996526581328,0.522546892742173,0.221230556396768,-29.4130316762302,191.11783744279,5.53238551548601e-07,3.44021976754767,0.505787574671349,0.665351848013531,153.829147057299,0,10,1,0.6369,12.2148,0.6511,3.9974,0.4583,2,1.61183795147887,Inverse Transform.D,273576
166073,166073,13.6536704909724,12,0.364061312631717,69.7137906904001,271.344119482655,0.596972000664953,0.174059533374384,-17.2483242818629,251.344119482655,5.38935554120852e-07,3.55119670464446,0.525614279111139,0.782934705749803,137.564593856486,0,10,1,0.6376,151.5297,0.0952,5.7112,0.3913,2,1.13438139159538,Inverse Transform.D,154620
206304,206304,14.1707225975145,12,0.490409034787496,50.8808825321616,238.80764736576,0.652652525347834,0.0831855528056622,-16.8914571994932,168.716974583634,5.32969029628462e-07,3.53802011536588,0.503354563804508,0.642544772898706,173.182437539841,0,10,1,0.5965,69.5144,0.1034,4.242,0.4594,2,1.62105179362511,Inverse Transform.D,192029
124933,124933,13.1258855151685,15,0.181825020436222,78.1533161104855,237.001668185607,0.786422788840311,0.159496991010383,-20.6287433932549,209.627769921151,5.56010943163585e-07,3.49563292560217,0.503889170301432,0.802470740047946,144.657770814494,0,10,1,0.616,238.4346,0.0682,7.5022,0.3468,2,0.89067080616061,Inverse Transform.D,116331
446051,446051,13.4884576123254,12,0.398545150600569,59.8700451828558,199.726320868261,0.621705541807874,0.171505578421056,-13.9314421685348,197.898536548709,5.04296689685912e-07,3.51721477364262,0.506859341235404,0.733858609136556,118.073070961949,0,10,1,0.6019,34.3653,0.321,5.3253,0.4152,2,1.2874149929229,Inverse Transform.D,415188
322593,322593,13.931136183845,13,0.527178150015008,41.8685664695797,198.91334725311,0.336188126826703,0.240972470864654,-14.4891737349349,146.69829735905,5.39411976717524e-07,3.46167525456692,0.471534657791996,0.773215960554655,162.627674985107,0,10,1,0.6506,8.909,1.5308,5.2292,0.404,2,1.21356161431819,Inverse Transform.D,300248
334398,334398,13.1590076604824,19,0.34857562164794,42.314047336818,248.07596002814,0.448792897523922,0.215535250399262,-26.3874689647644,167.615064512304,5.59293538788988e-07,3.54402530965815,0.496488696678387,0.74505404299195,151.381241644239,0,10,1,0.5647,100.8903,0.1159,5.9833,0.4053,2,1.22193514001946,Inverse Transform.D,311266
492971,492971,14.6764806628189,17,0.248591112832023,67.6673203502171,233.125063545259,0.60334282536854,0.229680343298242,-21.4117558833465,213.125063545259,5.66379179401802e-07,3.50031931440132,0.464315998567222,0.780163582654266,128.660330542556,0,10,1,0.5802,121.3125,0.117,6.8847,0.374,2,1.03374131860134,Inverse Transform.D,458954
