run_id,exec,run_label,run_number,run_name,run_retro,run_time_total,run_time_avg,n_par,low_bfmi,divergent,treedepth,max_rhat,min_neff,prop_rhat_105,prop_rhat_101,prop_neff_01,prop_neff_400,n_obs,looic,p_loo,elpd_loo,prop_pareto_k,total_ll,catch_ll,index_ll_1,index_ll_2,index_ll_3,index_ll_4,index_ll_5,index_ll_6,median_rmse,median_catch_rmse,median_index_rmse,index_rmse_1,index_rmse_2,index_rmse_3,index_rmse_4,index_rmse_5,index_rmse_6,logK,r,sigmao,sigmap,shape,msy-p0.5,Dmsy-p0.5,Pmsy-p0.5,Umsy-p0.5,Fmsy-p0.5,initial_population-p0.5,initial_depletion-p0.5,initial_U-p0.5,initial_F-p0.5,latest_population-p0.5,latest_depletion-p0.5,latest_U-p0.5,latest_F-p0.5,latest_P_Pmsy-p0.5,latest_D_Dmsy-p0.5,latest_U_Umsy-p0.5,latest_F_Fmsy-p0.5,recent_P_Pmsy-p0.5,recent_D_Dmsy-p0.5,recent_U_Umsy-p0.5,recent_F_Fmsy-p0.5,PriorMean_logK,PriorMean_logr,PriorMean_logshape,PriorMean_logsigmap,PriorMean_logsigmao,PriorSD_logK,PriorSD_logr,PriorSD_logshape,PriorSD_logsigmap,PriorSD_logsigmao,PriorMin_logk,PriorMax_logk,PriorSD_sigmaf,PriorSD_sigmao_add
0001-2024cpueExPrior_0-bspm_estF,bspm_estF,0001-2024cpueExPrior_0,0001-2024cpueExPrior,0,0,134.645,116.5238,147,0,0,0,1.00884004716085,0.723969620973639,1,1,0,1,114,1458.61164706384,47.2084991263488,-729.305823531919,0.535087719298246,-345.015375292347,,-692.504963363726,-1.62577440423903,-1.62577440423903,,,,0.28049273515968,,,0.28049273515968,0.28049273515968,,,,,13.825655002411,0.274228925534883,0.267942003694931,0.0654706132939645,1.96544369129841,67408.2378148115,0.496632916338909,499954.7835374,0.137114462767442,0.147473238443175,1010118.52587715,0.998683348723544,0.000668016941144129,0.000668240163890235,825869.05851146,0.831404560042604,0.000776405449385635,0.000776707009521413,1.67695749903502,1.67695749903502,0.00572776947682765,0.00528246509854479,1.60994011020829,1.60994011020829,0.201397535438343,0.18901169040494,13.8633826342304,-0.673608682971451,0.693147180559945,-2.9311037,,0.456389088374683,0.457669490048041,0.1,0.2661089,,,,0.025,0.2
0002-2024cpueDepPrior_0-bspm_estF_softdep,bspm_estF_softdep,0002-2024cpueDepPrior_0,0002-2024cpueDepPrior,0,0,136.75,127.7452,147,0,0,0,1.00864809498729,0.674040092332321,1,1,0,1,114,1462.9944222911,50.8455573703682,-731.497211145549,0.491228070175439,-345.818210531545,,-692.995032513724,0.0239905357803324,0.0239905357803324,,,,0.269598135425207,,,0.269598135425207,0.269598135425207,,,,,13.6975084677472,0.227768437998257,0.260125475674221,0.0665703679966942,1.95503510429064,48964.2557434949,0.49560686418314,439351.869060663,0.113884218999129,0.12090765867337,888928.974095991,1.00004481202271,0.000759651226454574,0.000759939908496012,641589.897743764,0.732843855624429,0.000967355675895725,0.000967823866774664,1.4765613593812,1.4765613593812,0.00884201529336274,0.00830199312934328,1.42141032090805,1.42141032090805,0.320675991312063,0.306369151881872,13.8633826342304,-0.673608682971451,0.693147180559945,-2.9311037,,0.456389088374683,0.457669490048041,0.1,0.2661089,,,,0.025,0.2
0003-2024cpueFPrior_0-bspm_estF_softdep,bspm_estF_softdep,0003-2024cpueFPrior_0,0003-2024cpueFPrior,0,0,112.669,90.277,147,0,0,0,1.00754589147823,0.728314722483403,1,1,0,1,114,1458.19154553498,49.2171593269662,-729.095772767492,0.570175438596491,-344.702940131626,,-692.653058729133,0.837224416476876,0.837224416476876,,,,0.264571407748555,,,0.264571407748555,0.264571407748555,,,,,13.2989480730457,0.234336079247997,0.25768070074071,0.0606989185450804,1.97359834125769,33007.9027055903,0.497432911103925,296845.701783064,0.117168039623999,0.124620406934667,595443.215854461,0.999973015853815,0.00109599960396648,0.00109660065183575,362965.244016404,0.617900466574296,0.00168799817552323,0.00168942444991978,1.23606591171732,1.23606591171732,0.0150997455839365,0.014166315908431,1.18734668700692,1.18734668700692,0.556929997154801,0.541691788611143,13.8633826342304,-0.673608682971451,0.693147180559945,-2.9311037,,0.456389088374683,0.457669490048041,0.1,0.2661089,,,,0.047263287264325,0.2
0004-2024cpueShapePrior_0-bspm_estF_softdep,bspm_estF_softdep,0004-2024cpueShapePrior_0,0004-2024cpueShapePrior,0,0,131.405,107.1228,147,0,0,0,1.00914547401162,0.646831748525747,1,1,0,1,114,1458.7815687399,49.1720349179714,-729.39078436995,0.570175438596491,-342.692317637519,,-693.00704857886,0.508210015656414,0.508210015656414,,,,0.265982461239377,,,0.265982461239377,0.265982461239377,,,,,13.4790166657476,0.302688090181408,0.257241864464541,0.0620806632994045,0.967107712008498,37343.0449211122,0.36174493430122,253476.1669004,0.151344045090704,0.164101448355016,708640.951806793,0.998318762198525,0.000958917375789657,0.000959377431577966,408739.914972893,0.593097378802015,0.00151325081117417,0.00151439693218097,1.65534962567797,1.65534962567797,0.0098053348187346,0.00902320243505502,1.59453744764308,1.59453744764308,0.365243830661934,0.346959526930399,13.8633826342304,-0.673608682971451,0.323744220720267,-2.9311037,,0.456389088374683,0.457669490048041,0.457336028212382,0.2661089,,,,0.047263287264325,0.2
0005-2024cpueMVPrior_0-bspm_estF_softdep_mvprior,bspm_estF_softdep_mvprior,0005-2024cpueMVPrior_0,0005-2024cpueMVPrior,0,0,123.598,104.5284,147,0,0,0,1.00999409347715,0.709813744294888,1,1,0,1,114,1460.52437057205,50.1507488904789,-730.262185286025,0.56140350877193,-345.901867651788,,-693.245445465362,0.657409217910088,0.657409217910088,,,,0.264867254439164,,,0.264867254439164,0.264867254439164,,,,,13.2492185423198,0.309148017023898,0.255362256489751,0.0650412583088179,1.77044505641838,39987.2910321423,0.476432074112226,269836.435689459,0.154574008511949,0.167914650941865,565326.535868717,0.99805425153332,0.00119514565920694,0.00119586041533275,383217.394597296,0.684019946161437,0.00166201743048911,0.0016634001137352,1.44737046062426,1.44737046062426,0.010759716681497,0.00986117624924489,1.38312112194015,1.38312112194015,0.400294141984436,0.378713661621483,,,,-2.9311037,,,,,0.2661089,,,,0.047263287264325,0.2
0006-2024cpueEffortQeff_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0006-2024cpueEffortQeff_0,0006-2024cpueEffortQeff,0,0,540.976,408.6828,163,0,0,0,1.00857944558516,0.71347678598443,1,1,0,1,114,1463.9928581176,53.7295659732534,-731.996429058802,0.649122807017544,-693.029677248022,-697.075267549124,3.97477090613032,3.97477090613032,,,,,,0.211728946478222,0.243058876384605,0.243058876384605,0.243058876384605,,,,,12.7940743868969,0.394458815780315,0.238024082679024,0.0716252620457919,1.42302907030437,29325.0592349496,0.43432750426534,158995.846118011,0.197229407890157,0.219686295171019,348422.016473404,0.977580654319382,0.00344762234097551,0.00345357908596624,146725.70775424,0.416321889690742,0.128090780041695,0.13706997181292,0.961238491388382,0.961238491388382,0.65433333432885,0.629967940779547,0.927724312180089,0.927724312180089,0.703899524941398,0.67518447998572,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0007-au-c0.2-e0.3-s5_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0007-au-c0.2-e0.3-s5_0,0007-au-c0.2-e0.3-s5,0,0,696.594,535.962,163,0,0,0,1.00718675332081,0.746713841628043,1,1,0,1,95,1420.37527943658,55.774693043496,-710.18763971829,0.526315789473684,-669.263802742368,-697.19044815293,-250.356266969469,28.1589316558086,-714.561540762148,24.1048811744047,-33.9242201057589,-272.987921224179,,0.212756045541347,0.0826869585280091,0.311537562209894,0.0826869585280091,0.391691941775933,0.0791976248259692,0.204178989766608,0.488270225336777,13.5477502990059,0.421756675671418,0.0797559270403325,0.0649371673552553,1.38940586291912,68674.9625096475,0.429746828500301,338685.843165759,0.210878337835709,0.236434002821249,763911.389393779,0.982147958345083,0.00158103496575024,0.00158228612859235,650158.194564897,0.838195994061852,0.0311119954895705,0.0316062611369325,1.87686547953787,1.87686547953787,0.147280475406455,0.131631773963589,1.78335263385934,1.78335263385934,0.163224094485751,0.148646660377741,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0008-nz-c0.2-e0.3-s5_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0008-nz-c0.2-e0.3-s5_0,0008-nz-c0.2-e0.3-s5,0,0,1001.928,584.4278,163,0,0,0,1.01131152336986,0.516817219953249,1,0.993865030674847,0,1,118,1483.60538105691,58.0410000987527,-741.802690528454,0.677966101694915,-699.909637815162,-696.752839187084,-7.38595227840308,-0.939026895013408,-3.14603862251533,0.341461595617298,-2.63849691993193,-12.8484124164136,,0.212651846939756,0.291486163293942,0.321919783099998,0.230249610902094,0.291486163293942,0.224819225390369,0.288682875104891,0.468148245488751,12.6348576728851,0.526434737618141,0.318195067190741,0.0922554358274425,1.11238920004056,29722.5387849209,0.38763533313397,120426.279551699,0.263217368809071,0.305462382101654,296223.219045713,0.970596983732963,0.00396520841883441,0.00397309070632428,101018.571807896,0.337245100554874,0.17383007474087,0.190954809875421,0.888903421019561,0.888903421019561,0.652487256380072,0.606622510336609,0.853932148321359,0.853932148321359,0.708783151597742,0.671403402758382,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0009-obs-c0.2-e0.3-s5_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0009-obs-c0.2-e0.3-s5_0,0009-obs-c0.2-e0.3-s5,0,0,714.603,564.5334,163,0,0,0,1.0083980390864,0.71605138118875,1,1,0,1,92,1420.5865646636,45.8711661689536,-710.293282331802,0.532608695652174,-675.480515597013,-697.038693675238,-68.3388253202978,16.0550568766019,-214.177906822555,21.6465637056191,2.57952864626272,-72.7624594467285,,0.211739675149748,0.0649043069966576,0.328078816112936,0.134303719048656,0.406102356861937,0.0649043069966576,0.20010710909299,0.484307351188691,14.2301190773225,0.550365401143547,0.135899542827342,0.0455380573817552,1.25279848995882,171136.156296966,0.410023952853392,616498.774282138,0.275182700571773,0.319614166752353,1501766.85151533,0.990761612198743,0.000787367984775411,0.000787678121821515,1464165.40446845,0.939801324642486,0.0141302055372045,0.0142309874053241,2.276065486819,2.276065486819,0.0501753653117856,0.041715644990639,2.267740198592,2.267740198592,0.0504043654766032,0.0416352792040858,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0010-obsNoPF-c0.2-e0.3-s5_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0010-obsNoPF-c0.2-e0.3-s5_0,0010-obsNoPF-c0.2-e0.3-s5,0,0,666.113,596.9924,163,0,0,0,1.00817883527261,0.7134254268216,1,1,0,1,92,1454.9091350035,49.0801445698515,-727.454567501751,0.5,-690.024502563774,-697.130356965207,-15.314453479699,10.1395592262089,-66.0942755887505,11.9153310581554,7.20990618308894,-25.7081014267684,,0.211476270321166,0.186359512295978,0.329746761639397,0.139502650395815,0.410664952680441,0.0841371416525347,0.186359512295978,0.49257587863789,13.960304240256,0.487549651267316,0.220223370014277,0.0562773725648499,1.32739036797975,122242.517046441,0.421022975242864,476826.175765956,0.243774825633658,0.277293475042815,1147194.16093538,0.983789900380251,0.00108566527615711,0.00108625503784613,1094305.36131662,0.935191536186202,0.0187611350069657,0.0189393578037201,2.18905496212322,2.18905496212322,0.0779982270091077,0.067149979493082,2.16241252883845,2.16241252883845,0.0791408137262563,0.0688353629230675,,,,-2.9311037,,,,,0.2661089,,,,,0.2
