run_id,exec,run_label,run_number,run_name,run_retro,run_time_total,run_time_avg,n_par,low_bfmi,divergent,treedepth,max_rhat,min_neff,prop_rhat_105,prop_rhat_101,prop_neff_01,prop_neff_400,n_obs,looic,p_loo,elpd_loo,prop_pareto_k,total_ll,catch_ll,index_ll_1,index_ll_2,index_ll_3,index_ll_4,index_ll_5,index_ll_6,median_rmse,median_catch_rmse,median_index_rmse,index_rmse_1,index_rmse_2,index_rmse_3,index_rmse_4,index_rmse_5,index_rmse_6,logK,r,sigmao,sigmap,shape,msy-p0.5,Dmsy-p0.5,Pmsy-p0.5,Umsy-p0.5,Fmsy-p0.5,initial_population-p0.5,initial_depletion-p0.5,initial_U-p0.5,initial_F-p0.5,latest_population-p0.5,latest_depletion-p0.5,latest_U-p0.5,latest_F-p0.5,latest_P_Pmsy-p0.5,latest_D_Dmsy-p0.5,latest_U_Umsy-p0.5,latest_F_Fmsy-p0.5,recent_P_Pmsy-p0.5,recent_D_Dmsy-p0.5,recent_U_Umsy-p0.5,recent_F_Fmsy-p0.5,PriorMean_logK,PriorMean_logr,PriorMean_logshape,PriorMean_logsigmap,PriorMean_logsigmao,PriorSD_logK,PriorSD_logr,PriorSD_logshape,PriorSD_logsigmap,PriorSD_logsigmao,PriorMin_logk,PriorMax_logk,PriorSD_sigmaf,PriorSD_sigmao_add
0011-obsPFonly-c0.2-e0.3-s5_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0011-obsPFonly-c0.2-e0.3-s5_0,0011-obsPFonly-c0.2-e0.3-s5,0,0,886.452,693.8824,163,0,0,0,1.01108181018159,0.269242118118774,1,0.993865030674847,0,1,90,1475.10772598964,47.080268365422,-737.553862994822,0.611111111111111,-702.87522086661,-697.371582228748,-16.2365851692438,-4.98994113169695,-34.3675149170413,-2.40258977483218,-4.61081558452718,-5.26427279773345,,0.212465642684168,0.392701551584099,0.383961510772008,0.313806834968054,0.443932118893945,0.287131088713243,0.334817071152895,0.392701551584099,12.7989578719336,0.403872727110377,0.384686508840974,0.0583857145008662,1.4107575855492,29006.3150413171,0.432667489550284,159257.35512371,0.201936363555189,0.225281371204783,360709.777792016,0.985883375504601,0.00336267756739089,0.00336834407455285,68217.5688659905,0.189345841529437,0.237303376525596,0.270894937054787,0.430408015103688,0.430408015103688,1.23221678698407,1.27987442509639,0.446227648004449,0.446227648004449,1.19596357425167,1.23439373169303,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0012-dwfn-c0.1-e0.3-s2_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0012-dwfn-c0.1-e0.3-s2_0,0012-dwfn-c0.1-e0.3-s2,0,0,857.725,833.3222,184,0,0.001,0,1.00664958788014,0.661616957356312,1,1,0,1,114,1376.65277509986,58.8092042193385,-688.326387549928,0.517543859649123,-643.82749029351,-647.238170391261,3.35135238710694,5.85686170687682,-44.2553188607096,6.96614034410331,1.53746650362178,-28.4942299245464,,0.105545238955335,0.246817052266264,0.246817052266264,0.177202857567418,0.385425001773228,0.159208791057513,0.241488535504672,0.482569381135727,12.7832173125733,0.38374853795528,0.240256339461447,0.0695214196981221,1.49385970778602,28735.1173811022,0.443655519808299,158780.544326514,0.19187426897764,0.213037641410498,349627.455690011,0.987108220746819,0.00219912863368005,0.002201550268168,152936.865796644,0.439470576415751,0.121818736901308,0.129902257132783,0.997766180490032,0.997766180490032,0.658907589453141,0.631412694629072,0.956616912922881,0.956616912922881,0.685928585230979,0.660040541989727,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0013-dwfn-c0.2-e0.3-s2_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0013-dwfn-c0.2-e0.3-s2_0,0013-dwfn-c0.2-e0.3-s2,0,0,433.197,403.4276,184,0,0.001,0,1.00794774906619,0.712256776195436,1,1,0,1,114,1456.57715340564,49.8890084715629,-728.28857670282,0.68421052631579,-692.218119106767,-695.291847931224,2.98457171935188,5.90724579578587,-44.6679053443146,6.92128576470596,1.35968394071267,-28.6029251080877,,0.206211640232837,0.249260215526762,0.249260215526762,0.1772220041121,0.38477041145758,0.159845932434694,0.244823039793532,0.483220037429975,12.7453854515905,0.40547053450199,0.239767865652375,0.0634738095678825,1.39334476717927,28955.8451175076,0.430287840410765,149245.413086419,0.202735267250995,0.226568513022855,340992.861445087,0.990052472665565,0.00325457956116171,0.00325988722869294,140743.253141758,0.416542309713305,0.129183942250642,0.138324514582877,0.975110950721874,0.975110950721874,0.657687554322048,0.627107544700404,0.935561117819578,0.935561117819578,0.696346276673903,0.670055995000034,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0014-dwfn-c0.4-e0.3-s2_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0014-dwfn-c0.4-e0.3-s2_0,0014-dwfn-c0.4-e0.3-s2,0,0,356.795,278.1812,184,0,0,0,1.00783929759208,0.70671341414988,1,1,0,1,114,1501.76631623228,28.1344616386172,-750.883158116138,0.947368421052632,-732.659041129036,-735.863406891455,3.10579201118179,5.19596709892766,-44.8525291223507,6.36678508626604,0.909599672082347,-28.5356536613019,,0.376094804497546,0.248799966359856,0.248799966359856,0.184584479039492,0.387905100004313,0.16961121035821,0.250619998076662,0.48495418733067,12.7847954478211,0.42975840043144,0.240839332070836,0.0571634612959138,1.350481752094,31575.1021782348,0.424313981233666,150433.55817722,0.21487920021572,0.241917697068952,354489.977735744,0.993460880847779,0.00592241914239933,0.00594002621926433,146053.456555618,0.409779989733374,0.130098280778555,0.139375040131473,0.968121920515198,0.968121920515198,0.618905552550412,0.586103990726815,0.931070198328023,0.931070198328023,0.690498799061714,0.661816557245409,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0015-dwfn-c0.1-e0.5-s2_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0015-dwfn-c0.1-e0.5-s2_0,0015-dwfn-c0.1-e0.5-s2,0,0,867.529,819.8666,184,0,0,0,1.00738063581875,0.694929169663214,1,1,0,1,114,1372.68284479043,56.3253905635614,-686.341422395217,0.517543859649123,-643.500072303591,-646.154543174751,2.55626106926884,5.7614108974045,-42.8839941888457,6.90036086660109,1.53253418461858,-26.8725699930882,,0.105346841494056,0.250788038835934,0.250788038835934,0.174048204781198,0.38711184704828,0.157059916052108,0.240192173392472,0.48190149785771,12.7354076115052,0.398982745293463,0.244850197618294,0.0629792221200765,1.45456131284394,28264.4690283094,0.438532657853466,146051.697462248,0.199491372646731,0.222507970787014,339251.637131406,0.996145582665093,0.00206260270744352,0.00206473280316452,138745.381215275,0.416216540700843,0.135141944481598,0.145189883194558,0.95125992483185,0.95125992483185,0.690946380419911,0.665298579583292,0.91977525571569,0.91977525571569,0.706649152161839,0.678199481351803,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0016-dwfn-c0.2-e0.5-s2_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0016-dwfn-c0.2-e0.5-s2_0,0016-dwfn-c0.2-e0.5-s2,0,0,446.048,426.3346,184,0,0.004,0,1.00894365126947,0.644741000866888,1,1,0,1,114,1457.44632835119,51.6600180608146,-728.723164175597,0.587719298245614,-690.075099571531,-693.319251549206,2.99713037621882,5.44625244898366,-44.1298227357943,6.55350308799598,1.00354581290622,-28.4144364619906,,0.210111126771089,0.249706832697162,0.249706832697162,0.181511252722529,0.386381425039622,0.163455450719359,0.245890279115759,0.483021229289244,12.7121598387311,0.42402547652449,0.242746528435093,0.0599124319632261,1.36817848589938,29108.1668813217,0.426801741538287,140179.439076064,0.212012738262245,0.23827336138435,327501.734762549,0.995894813412195,0.00252653864492541,0.00252973572988899,132384.932192265,0.400082918118831,0.141938301885246,0.153079275218008,0.957295349754543,0.957295349754543,0.66726255841736,0.637307905051411,0.922405908919686,0.922405908919686,0.700859622077619,0.67449778075459,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0017-dwfn-c0.4-e0.5-s2_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0017-dwfn-c0.4-e0.5-s2_0,0017-dwfn-c0.4-e0.5-s2,0,0,366.025,312.8632,184,0,0.001,0,1.00631896076869,0.762465179378884,1,1,0,1,114,1512.61734993272,35.3060747602092,-756.308674966361,0.780701754385965,-731.894636427639,-736.335596479602,4.23804313082021,4.845407959124,-46.7181447181282,5.98720541042679,0.0326225019276444,-31.2000410489279,,0.413764005660404,0.241527998705963,0.241527998705963,0.191659704270399,0.388777105909558,0.17503566617991,0.252884750854614,0.488301459724342,12.7327599330324,0.483720654722473,0.236266034439336,0.0568612478301952,1.24252676973441,32469.2605573875,0.408463424401033,137534.999611219,0.241860327361236,0.276279565252907,338390.035813076,0.997733094695364,0.00399013789132974,0.00399811974658498,136517.112027425,0.402045280495234,0.145782098711197,0.157568968486766,0.991610919359217,0.991610919359217,0.61678455755463,0.580158297360443,0.953276444750378,0.953276444750378,0.655880367217898,0.62452135455427,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0018-dwfn-c0.1-e1-s2_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0018-dwfn-c0.1-e1-s2_0,0018-dwfn-c0.1-e1-s2,0,0,840.588,824.2646,184,0,0,0,1.0061915462431,0.760646361326619,1,1,0,1,114,1372.30262349689,56.4837304411127,-686.151311748444,0.508771929824562,-643.24129574588,-646.186086814175,2.94702376766275,5.60293927158223,-45.1753763258643,6.64056617378913,1.37677007164116,-29.5436272921789,,0.10594022395877,0.250147497929463,0.250147497929463,0.178326297195718,0.390349093231632,0.161236017991013,0.241914608449283,0.483438173258138,12.6933870415348,0.424692767812421,0.241542917320108,0.0647810002417932,1.42842231467391,28542.062397773,0.435052865743507,138368.827831663,0.212346383906211,0.238696870272468,325865.737307174,0.999662855543807,0.00198681931204525,0.00198879565637428,136939.79128204,0.42883876246303,0.139101802979421,0.149779022644661,0.997743763951006,0.997743763951006,0.656156655114742,0.626230258751798,0.959558171073413,0.959558171073413,0.67839338827933,0.649292143047313,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0019-dwfn-c0.2-e1-s2_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0019-dwfn-c0.2-e1-s2_0,0019-dwfn-c0.2-e1-s2,0,0,693.752,547.6354,184,0,0.003,0,1.00922154275483,0.720458596365619,1,1,0,1,114,1467.02370373274,56.4249333840944,-733.511851866369,0.526315789473684,-690.992449840165,-694.231227990727,3.3218490782861,5.18874276524614,-44.9451797101292,6.33242862209314,0.848534675051453,-31.2089711549096,,0.218800334760654,0.24663022313178,0.24663022313178,0.18534905084375,0.391663762009534,0.166937771547588,0.245894020701454,0.484731934774005,12.6426547979721,0.473715418719549,0.2396775710338,0.0612075711284307,1.27676181792494,29349.5671305465,0.413620588420907,127274.110368698,0.236857709359775,0.270310776858896,307476.135445274,1.00430943816385,0.00222280733791636,0.00222528144113586,124861.50356919,0.404281435323648,0.151255036825359,0.163996537772035,0.993709934253396,0.993709934253396,0.636076724602468,0.596769827083465,0.951834691034672,0.951834691034672,0.666544651895926,0.627094859580551,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0020-dwfn-c0.4-e1-s2_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0020-dwfn-c0.4-e1-s2_0,0020-dwfn-c0.4-e1-s2,0,0,374.715,358.7606,184,0,0,0,1.01186499097396,0.721973377461888,1,0.994565217391304,0,1,114,1534.98726709766,46.6612739477162,-767.493633548832,0.578947368421053,-734.011375491567,-739.795615077358,5.6464988861618,3.96515172621864,-51.4927944444025,5.19695019655026,-0.993875690551673,-35.4203816930284,,0.466502297557423,0.233279966544567,0.233279966544567,0.202768312559564,0.397886265582477,0.184340002976418,0.255104545283656,0.492738483247202,12.6912077140452,0.543008065954124,0.227000718240365,0.0562915901496024,1.15466063764285,33314.4628830014,0.394624896338802,127611.221406356,0.271504032977062,0.315473290927166,326858.539756134,0.997954922578346,0.00258296916289058,0.00258631078325364,132311.894513609,0.40749896950958,0.157685718334221,0.171602079258923,1.03006458307514,1.03006458307514,0.593780319533244,0.552391123382203,0.99295968194897,0.99295968194897,0.631027177585455,0.592505028496525,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0021-dwfn-c0.1-e2-s2_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0021-dwfn-c0.1-e2-s2_0,0021-dwfn-c0.1-e2-s2,0,0,2181.061,1343.4542,184,0,0,0.196,1.01288522253081,0.559594426318914,1,0.978260869565217,0,1,114,1376.19101676985,57.8409704390666,-688.095508384925,0.491228070175439,-644.067182495738,-646.133172190881,2.22939110371627,5.58208604056326,-43.1406761906692,6.5830371063145,1.52799344233747,-27.7337253667389,,0.106622000809101,0.253011273666099,0.253011273666099,0.172710150047631,0.392876956734822,0.154863283091161,0.238287983459936,0.484358915590848,12.7429658985662,0.428385714535865,0.246457335557773,0.0665662358276765,1.3969730900858,29493.6120261163,0.430786665797327,149959.772512298,0.214192857267932,0.240988555404027,346345.387387944,1.00204040722681,0.00185617913988356,0.00185790397547367,159385.631407835,0.490746985610516,0.118115044927632,0.125693679325131,1.1344141179046,1.1344141179046,0.569256819294531,0.536035439637276,1.08721205429163,1.08721205429163,0.593980301180307,0.561415963097486,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0022-dwfn-c0.2-e2-s2_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0022-dwfn-c0.2-e2-s2_0,0022-dwfn-c0.2-e2-s2,0,0,760.274,698.8484,184,0,0.004,0.001,1.01069685595991,0.722555211572362,1,0.994565217391304,0,1,114,1472.38784578131,58.6681930804977,-736.193922890653,0.482456140350877,-691.779341022469,-695.177224581345,3.25226286401623,5.01993003640164,-45.1393883264472,6.03647667629335,0.869147065528723,-30.4490571533221,,0.221859399941797,0.247472149150297,0.247472149150297,0.183054421582222,0.396294558147009,0.164866635809453,0.244205381884951,0.486087620739232,12.6762761017826,0.471819151226095,0.242227157502258,0.0622434956598097,1.32862652259289,29784.2070667204,0.421199632971767,132677.58400506,0.235909575613047,0.268043381773964,322493.049759825,1.00421234698819,0.00199172028856531,0.0019937064010665,140506.456479161,0.447955166589112,0.136138042264027,0.146342296659335,1.08918512786467,1.08918512786467,0.578122001799464,0.539291239601135,1.05262699652114,1.05262699652114,0.611124684743235,0.575112072550655,,,,-2.9311037,,,,,0.2661089,,,,,0.2
0023-dwfn-c0.4-e2-s2_0-bspm_estq_softdep_mvprior,bspm_estq_softdep_mvprior,0023-dwfn-c0.4-e2-s2_0,0023-dwfn-c0.4-e2-s2,0,0,649.709,490.6334,184,0,0.002,0,1.00906858722211,0.676779650592749,1,1,0,1,114,1551.6853617951,53.3602038989223,-775.842680897552,0.587719298245614,-736.671303156955,-741.950569929244,5.18530501823624,4.35566138110428,-52.2718149062559,5.51893884435727,-0.682334002592118,-37.2888988543231,,0.499534011124624,0.235620094413087,0.235620094413087,0.198250392196492,0.402532573844513,0.17964633266953,0.251248389060206,0.494513028541365,12.7188929328415,0.534120524731064,0.227545125199775,0.0571769746258631,1.18625749278693,34231.0156890035,0.399705088248339,131434.59909014,0.267060262365532,0.310110626605112,337373.685975746,0.999713292491581,0.00209724196200056,0.00209944425379073,144867.788802282,0.454856713690912,0.138526981113582,0.149111542911186,1.14919812100015,1.14919812100015,0.52543032307088,0.483608080433034,1.10417993617571,1.10417993617571,0.56458304920189,0.52801559583961,,,,-2.9311037,,,,,0.2661089,,,,,0.2
