run_label,Year,Obs_CPUE,Pred_CPUE,Std_Residual
0107-nz-alt_0,1952,,2.69970322871568,
0107-nz-alt_0,1953,,2.62545031930373,
0107-nz-alt_0,1954,,2.58909626492783,
0107-nz-alt_0,1955,,2.08356403786663,
0107-nz-alt_0,1956,,2.07692760666043,
0107-nz-alt_0,1957,,1.98497457092632,
0107-nz-alt_0,1958,,1.72444717496097,
0107-nz-alt_0,1959,,1.60787037603556,
0107-nz-alt_0,1960,,1.53601300631417,
0107-nz-alt_0,1961,,1.46049407240717,
0107-nz-alt_0,1962,,1.31815864123565,
0107-nz-alt_0,1963,,1.18199440014308,
0107-nz-alt_0,1964,,1.0874920984324,
0107-nz-alt_0,1965,,1.13596909130503,
0107-nz-alt_0,1966,,1.1219465878917,
0107-nz-alt_0,1967,,1.00625782542389,
0107-nz-alt_0,1968,,1.06411330402046,
0107-nz-alt_0,1969,,1.10576005264982,
0107-nz-alt_0,1970,,1.17364956179687,
0107-nz-alt_0,1971,,1.21437389335117,
0107-nz-alt_0,1972,,1.13131691745857,
0107-nz-alt_0,1973,,1.0562687408469,
0107-nz-alt_0,1974,,0.987463498858263,
0107-nz-alt_0,1975,0.395443496715939,0.916763738844254,-0.13501607351554
0107-nz-alt_0,1976,0.473318558729052,1.02401618514854,-0.171556340268437
0107-nz-alt_0,1977,0.84292629106992,1.06927756585098,-0.049552179289844
0107-nz-alt_0,1978,1.24802372109327,1.12448512305209,0.0796353512005514
0107-nz-alt_0,1979,1.30199380539279,1.25150227689857,0.0027300319495027
0107-nz-alt_0,1980,1.73044455979788,1.28377354718532,0.165160526553056
0107-nz-alt_0,1981,1.15341517468064,1.15901097438694,0.0120492296704342
0107-nz-alt_0,1982,1.52872332478398,1.0497669556454,0.255052899932697
0107-nz-alt_0,1983,1.09310107706482,0.947690802012221,0.138749575270725
0107-nz-alt_0,1984,0.81846966002448,0.903204211549431,0.0532369646999073
0107-nz-alt_0,1985,0.417877398877922,0.870876321926913,-0.0962838383455649
0107-nz-alt_0,1986,0.516899171945363,0.824460135121205,-0.0176479223016435
0107-nz-alt_0,1987,0.406936274462856,0.8850962512663,-0.108451174862879
0107-nz-alt_0,1988,0.769280571267673,0.988322535001144,-0.0280475443432061
0107-nz-alt_0,1989,1.3045681876081,1.00511874094965,0.188837940393093
0107-nz-alt_0,1990,1.0931930192868,1.01614441951693,0.0932609307828652
0107-nz-alt_0,1991,0.69296852702814,1.01917441058919,-0.0816190718049371
0107-nz-alt_0,1992,0.879795122082031,1.09008047164348,-0.0500928710347554
0107-nz-alt_0,1993,0.967416059624531,1.19240484539901,-0.0899004073675013
0107-nz-alt_0,1994,1.82100764844359,1.39118409749698,0.131262393224555
0107-nz-alt_0,1995,1.87966678606386,1.45795084816932,0.110903509965442
0107-nz-alt_0,1996,1.4514918583247,1.43932522810587,-0.0671418644700523
0107-nz-alt_0,1997,1.2352437522387,1.49889101555774,-0.202148200706895
0107-nz-alt_0,1998,1.2214524189424,1.51782060714797,-0.224811333015259
0107-nz-alt_0,1999,1.74966048419073,1.45401747377052,0.0517846644894291
0107-nz-alt_0,2000,0.970725979615643,1.34628046132999,-0.204972041852011
0107-nz-alt_0,2001,1.10008868593495,1.29954969742919,-0.113287572252697
0107-nz-alt_0,2002,0.952337535220575,1.25992433917878,-0.149195421225796
0107-nz-alt_0,2003,1.59961077792697,1.2361854125752,0.144442679702179
0107-nz-alt_0,2004,1.29353512097106,1.16879996060637,0.0666242456477444
0107-nz-alt_0,2005,1.18063007238535,1.11145852801987,0.0605162216268165
0107-nz-alt_0,2006,1.29408677430292,1.0858708577973,0.125008277298042
0107-nz-alt_0,2007,1.21391315674042,1.0758495915764,0.0988162110512891
0107-nz-alt_0,2008,0.642124478275777,1.06924771406392,-0.141458234557325
0107-nz-alt_0,2009,1.29610950318637,1.07108680687701,0.138245344218868
0107-nz-alt_0,2010,0.818929371134356,1.03407717215779,-0.0386946673744234
0107-nz-alt_0,2011,0.910136055333894,0.968120867947756,0.0481492698119942
0107-nz-alt_0,2012,0.872991397655856,0.934205538036636,0.0562978100241985
0107-nz-alt_0,2013,0.999136126206023,0.892297806586049,0.136744629707843
0107-nz-alt_0,2014,0.809459322270896,0.875967316009367,0.0699150967352576
0107-nz-alt_0,2015,0.615277349458978,0.8427311948223,0.00511996104430497
0107-nz-alt_0,2016,0.970817921837618,0.820553934961689,0.178685762409469
0107-nz-alt_0,2017,0.574363060679951,0.835636912342619,-0.00497867260465192
0107-nz-alt_0,2018,0.60911722058663,0.852436998647784,-0.0033987026412994
0107-nz-alt_0,2019,0.741146251343218,0.873140361420819,0.0422129710322666
0107-nz-alt_0,2020,0.379905261202106,0.88300760167965,-0.114289053792123
0107-nz-alt_0,2021,0.583557282877485,0.931237369797662,-0.0556471136526411
0107-nz-alt_0,2022,0.578684345112792,0.991973065447912,-0.10283512491332
