run_label,Year,Removals,Numbers,Depletion,Fishing mortality,D_Dmsy,F_Fmsy
0107-nz-alt_0,1952,6740.73139764345,286063.992752797,1.00130017490451,0.0229430220463356,1.89805247156977,0.0966141619784656
0107-nz-alt_0,1953,13250.1307900219,278107.750436399,0.975545105034899,0.0467181302545521,1.84902540641858,0.193477231438886
0107-nz-alt_0,1954,60488.0761373951,273112.931794645,0.959898311555374,0.233639467555931,1.81454832051348,0.967043724688886
0107-nz-alt_0,1955,25195.8740315445,226080.860961226,0.795946870709731,0.103944222619745,1.49300699121479,0.430788454395727
0107-nz-alt_0,1956,26165.3626520609,221223.912755095,0.787520931370863,0.115669671276167,1.48788865139235,0.487598830913652
0107-nz-alt_0,1957,39653.2649248187,211650.88561389,0.750225353052135,0.188479249013659,1.41408853352775,0.801312850508594
0107-nz-alt_0,1958,37905.6593299842,184226.947766942,0.65677666524936,0.195941883875798,1.24169319615918,0.825209544639302
0107-nz-alt_0,1959,30970.0265105701,172733.651771315,0.618583692806586,0.1705615847638,1.1620903137298,0.7170688123237
0107-nz-alt_0,1960,33151.2766805467,166895.441332062,0.591504866273367,0.192326831090484,1.12214059423616,0.79846817951368
0107-nz-alt_0,1961,42279.5899166341,158347.891795545,0.564012088413951,0.253997365791686,1.06400121052006,1.07095321094892
0107-nz-alt_0,1962,40658.1057210002,143666.338044324,0.515975960113719,0.269167024776833,0.961825540983101,1.16097718286879
0107-nz-alt_0,1963,37254.7456186771,129923.912100387,0.461067268164861,0.270801170891603,0.854882356410707,1.1834799450551
0107-nz-alt_0,1964,19741.4406882324,116789.409733427,0.41750314911797,0.151055223469199,0.777121145590833,0.650638273702275
0107-nz-alt_0,1965,25330.5806437717,120082.646313587,0.43504234655969,0.191435793109493,0.799879968052914,0.829696725827306
0107-nz-alt_0,1966,36373.7075568491,120818.922999495,0.424850644694757,0.302877996741045,0.787793362462001,1.28846478713377
0107-nz-alt_0,1967,17342.8836218913,104230.396607699,0.37690887178455,0.143700824731958,0.698827243043004,0.624184611053772
0107-nz-alt_0,1968,18596.516564438,112600.0446527,0.399602317411435,0.150823322695733,0.742610233093304,0.639985655766706
0107-nz-alt_0,1969,18551.1991513069,115887.728447983,0.418024915849937,0.143117973593577,0.779882305342934,0.606860531962777
0107-nz-alt_0,1970,25573.3580402305,123019.674236064,0.444368172325327,0.181209922641378,0.832264229642131,0.763755779474968
0107-nz-alt_0,1971,34873.7483517942,127789.852715404,0.459666328351641,0.259406303137496,0.861532372768352,1.09477580859337
0107-nz-alt_0,1972,32591.5352558656,118251.395756373,0.425698246430381,0.261849423400708,0.785397146312033,1.12067782917944
0107-nz-alt_0,1973,31553.762975823,108685.363547365,0.390425867605622,0.272298176323848,0.723839640375617,1.14321999137125
0107-nz-alt_0,1974,32233.7627719547,101894.415412837,0.365013874636514,0.292847147420265,0.674052338710179,1.24721807222146
