run_id,type,name,row,col,value
0100-dwfn-exeoFSTTGF-cf0.2-nb-qnewK-s1-o52b-o54b_0-bspm_estqsimple_softdep_fullmvprior_x0_sttgamma_flexsigmaC_OPT,Data,T,,,71
0100-dwfn-exeoFSTTGF-cf0.2-nb-qnewK-s1-o52b-o54b_0-bspm_estqsimple_softdep_fullmvprior_x0_sttgamma_flexsigmaC_OPT,Data,I,,,6
0100-dwfn-exeoFSTTGF-cf0.2-nb-qnewK-s1-o52b-o54b_0-bspm_estqsimple_softdep_fullmvprior_x0_sttgamma_flexsigmaC_OPT,Data,index,1,1,-999
0100-dwfn-exeoFSTTGF-cf0.2-nb-qnewK-s1-o52b-o54b_0-bspm_estqsimple_softdep_fullmvprior_x0_sttgamma_flexsigmaC_OPT,Data,index,2,1,-999
0100-dwfn-exeoFSTTGF-cf0.2-nb-qnewK-s1-o52b-o54b_0-bspm_estqsimple_softdep_fullmvprior_x0_sttgamma_flexsigmaC_OPT,Data,index,3,1,-999
0100-dwfn-exeoFSTTGF-cf0.2-nb-qnewK-s1-o52b-o54b_0-bspm_estqsimple_softdep_fullmvprior_x0_sttgamma_flexsigmaC_OPT,Data,index,4,1,-999
0100-dwfn-exeoFSTTGF-cf0.2-nb-qnewK-s1-o52b-o54b_0-bspm_estqsimple_softdep_fullmvprior_x0_sttgamma_flexsigmaC_OPT,Data,index,5,1,-999
0100-dwfn-exeoFSTTGF-cf0.2-nb-qnewK-s1-o52b-o54b_0-bspm_estqsimple_softdep_fullmvprior_x0_sttgamma_flexsigmaC_OPT,Data,index,6,1,-999
0100-dwfn-exeoFSTTGF-cf0.2-nb-qnewK-s1-o52b-o54b_0-bspm_estqsimple_softdep_fullmvprior_x0_sttgamma_flexsigmaC_OPT,Data,index,7,1,-999
0100-dwfn-exeoFSTTGF-cf0.2-nb-qnewK-s1-o52b-o54b_0-bspm_estqsimple_softdep_fullmvprior_x0_sttgamma_flexsigmaC_OPT,Data,index,8,1,-999
0100-dwfn-exeoFSTTGF-cf0.2-nb-qnewK-s1-o52b-o54b_0-bspm_estqsimple_softdep_fullmvprior_x0_sttgamma_flexsigmaC_OPT,Data,index,9,1,-999
0100-dwfn-exeoFSTTGF-cf0.2-nb-qnewK-s1-o52b-o54b_0-bspm_estqsimple_softdep_fullmvprior_x0_sttgamma_flexsigmaC_OPT,Data,index,10,1,-999
