run_id,exec,run_label,run_number,run_name,run_retro,run_time_total,run_time_avg,n_par,low_bfmi,divergent,treedepth,max_rhat,min_neff,prop_rhat_105,prop_rhat_101,prop_neff_01,prop_neff_400,n_obs,looic,p_loo,elpd_loo,prop_pareto_k,total_ll,index_ll_1,index_ll_2,index_ll_3,median_rmse,index_rmse_1,index_rmse_2,logK,r,sigmao,sigmap,shape,msy-p0.5,Dmsy-p0.5,Pmsy-p0.5,Umsy-p0.5,Fmsy-p0.5,initial_population-p0.5,initial_depletion-p0.5,initial_U-p0.5,initial_F-p0.5,latest_population-p0.5,latest_depletion-p0.5,latest_U-p0.5,latest_F-p0.5,latest_P_Pmsy-p0.5,latest_D_Dmsy-p0.5,latest_U_Umsy-p0.5,latest_F_Fmsy-p0.5,recent_P_Pmsy-p0.5,recent_D_Dmsy-p0.5,recent_U_Umsy-p0.5,recent_F_Fmsy-p0.5,PriorMean_logK,PriorMean_logr,PriorMean_logshape,PriorMean_logsigmap,PriorMean_logsigmao,PriorSD_logK,PriorSD_logr,PriorSD_logshape,PriorSD_logsigmap,PriorSD_logsigmao,PriorMin_logk,PriorMax_logk,PriorSD_sigmaf,PriorSD_sigmao_add
0001-2024cpueExPrior_0-bspm_estF,bspm_estF,0001-2024cpueExPrior_0,0001-2024cpueExPrior,0,0,32.398,28.1988,147,0,0,0,1.00928697804779,0.671979702418694,1,1,0,1,114,1604.40584575703,16.6802277179562,-802.202922878514,0.789473684210526,-397.74241002915,-789.050784271827,-2.5197892755917,-2.5197892755917,0.285645675410128,0.285645675410128,0.285645675410128,14.2329832403698,0.323333628681606,0.275017308807011,0.0643203295217984,1.97101831261376,120549.478171655,0.497180168670333,749978.229830988,0.161666814340803,0.176339661990303,1494476.12180144,0.996145003800423,0.00202489961477272,0.00202695249593247,1229684.98596169,0.838396862397417,0.00031263088573582,0.000312679765072947,1.6811801528889,1.6811801528889,0.00186067076716648,0.00170314237851178,1.63638887970509,1.63638887970509,0.2160526614903,0.201680225480168,13.8633826342304,-0.673608682971451,0.693147180559945,-2.9311037,,0.456389088374683,0.457669490048041,0.1,0.2661089,,,,0.025,0.2
