run_id,run_number,run_name,run_retro,run_label,exec_name,n_cores,seed,chains,n_thin,iter_keep,burnin.prop,iter_total,adapt_delta,max_treedepth,silent,stan_code_dir
0001-2024cpueExPrior_0-bspm_estF,0001-2024cpueExPrior,0,0,0001-2024cpueExPrior_0,bspm_estF,5,321,5,10,200,0.5,3000,0.99,12,FALSE,./code/Stan
