run_id,type,name,row,col,value
0001-2024cpueExPrior_0-bspm_estF,Data,T,,,71
0001-2024cpueExPrior_0-bspm_estF,Data,I,,,2
0001-2024cpueExPrior_0-bspm_estF,Data,index,1,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,2,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,3,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,4,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,5,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,6,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,7,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,8,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,9,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,10,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,11,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,12,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,13,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,14,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,15,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,16,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,17,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,18,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,19,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,20,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,21,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,22,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,23,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,24,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,25,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,26,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,27,1,-9999
0001-2024cpueExPrior_0-bspm_estF,Data,index,28,1,1.86281
0001-2024cpueExPrior_0-bspm_estF,Data,index,29,1,1.31391
0001-2024cpueExPrior_0-bspm_estF,Data,index,30,1,1.2559
0001-2024cpueExPrior_0-bspm_estF,Data,index,31,1,1.50646
0001-2024cpueExPrior_0-bspm_estF,Data,index,32,1,0.922278
0001-2024cpueExPrior_0-bspm_estF,Data,index,33,1,1.32673
0001-2024cpueExPrior_0-bspm_estF,Data,index,34,1,0.877509
0001-2024cpueExPrior_0-bspm_estF,Data,index,35,1,0.855618
0001-2024cpueExPrior_0-bspm_estF,Data,index,36,1,0.835362
0001-2024cpueExPrior_0-bspm_estF,Data,index,37,1,0.736157
0001-2024cpueExPrior_0-bspm_estF,Data,index,38,1,1.65752
0001-2024cpueExPrior_0-bspm_estF,Data,index,39,1,1.13159
0001-2024cpueExPrior_0-bspm_estF,Data,index,40,1,1.02708
0001-2024cpueExPrior_0-bspm_estF,Data,index,41,1,0.558306
0001-2024cpueExPrior_0-bspm_estF,Data,index,42,1,0.81207
0001-2024cpueExPrior_0-bspm_estF,Data,index,43,1,1.12053
0001-2024cpueExPrior_0-bspm_estF,Data,index,44,1,1.11373
0001-2024cpueExPrior_0-bspm_estF,Data,index,45,1,1.1907
0001-2024cpueExPrior_0-bspm_estF,Data,index,46,1,1.31626
0001-2024cpueExPrior_0-bspm_estF,Data,index,47,1,1.99334
0001-2024cpueExPrior_0-bspm_estF,Data,index,48,1,1.18608
0001-2024cpueExPrior_0-bspm_estF,Data,index,49,1,0.788006
