run_id,type,name,row,col,value
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,T,,,71
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,I,,,6
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,1,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,2,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,3,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,4,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,5,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,6,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,7,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,8,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,9,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,10,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,11,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,12,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,13,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,14,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,15,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,16,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,17,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,18,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,19,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,20,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,21,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,22,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,23,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,24,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,25,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,26,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,27,1,-999
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,28,1,1.86281
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,29,1,1.31391
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,30,1,1.2559
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,31,1,1.50646
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,32,1,0.922278
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,33,1,1.32673
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,34,1,0.877509
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,35,1,0.855618
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,36,1,0.835362
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,37,1,0.736157
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,38,1,1.65752
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,39,1,1.13159
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,40,1,1.02708
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,41,1,0.558306
00-bspm_estqsimple_softdep_mvprior_x0-updatedprior,Data,index,42,1,0.81207
