run_label,Year,Obs_CPUE,Pred_CPUE,Std_Residual
0105-dwfn-alt_0,1952,,2.13417943607319,
0105-dwfn-alt_0,1953,,2.10024069530649,
0105-dwfn-alt_0,1954,,2.04574125667569,
0105-dwfn-alt_0,1955,,1.72962987405276,
0105-dwfn-alt_0,1956,,1.71586339782251,
0105-dwfn-alt_0,1957,,1.67785131855139,
0105-dwfn-alt_0,1958,,1.51944956365296,
0105-dwfn-alt_0,1959,,1.43469759301928,
0105-dwfn-alt_0,1960,,1.41475132692037,
0105-dwfn-alt_0,1961,,1.36395192121367,
0105-dwfn-alt_0,1962,,1.27869022801968,
0105-dwfn-alt_0,1963,,1.1829452022758,
0105-dwfn-alt_0,1964,,1.12516844257983,
0105-dwfn-alt_0,1965,,1.17799430288587,
0105-dwfn-alt_0,1966,,1.18063694463239,
0105-dwfn-alt_0,1967,,1.09906214497244,
0105-dwfn-alt_0,1968,,1.14935952838471,
0105-dwfn-alt_0,1969,,1.19466239717367,
0105-dwfn-alt_0,1970,,1.25773199197216,
0105-dwfn-alt_0,1971,,1.30572024021643,
0105-dwfn-alt_0,1972,,1.25731741077864,
0105-dwfn-alt_0,1973,,1.2052057122428,
0105-dwfn-alt_0,1974,,1.16705726990707,
0105-dwfn-alt_0,1975,,1.12859689665145,
0105-dwfn-alt_0,1976,,1.21978693121503,
0105-dwfn-alt_0,1977,,1.2726082817216,
0105-dwfn-alt_0,1978,,1.31072743317235,
0105-dwfn-alt_0,1979,1.86281,1.38961152500492,0.142086989449802
0105-dwfn-alt_0,1980,1.31391,1.36094216270681,-0.128936387153188
0105-dwfn-alt_0,1981,1.2559,1.25825898582523,-0.0710055390517867
0105-dwfn-alt_0,1982,1.50646,1.17871625702929,0.13741424017026
0105-dwfn-alt_0,1983,0.922278,1.11616943566941,-0.118794263421248
0105-dwfn-alt_0,1984,1.32673,1.10767458182397,0.105799408948826
0105-dwfn-alt_0,1985,0.877509,1.08259828489065,-0.113061561738012
0105-dwfn-alt_0,1986,0.855618,1.04839357287706,-0.0929368072872601
0105-dwfn-alt_0,1987,0.835362,1.07998690059267,-0.133947582446992
0105-dwfn-alt_0,1988,0.736157,1.13039310790744,-0.231372804182659
0105-dwfn-alt_0,1989,1.65752,1.1151189868028,0.27349719418587
0105-dwfn-alt_0,1990,1.13159,1.09300496258618,0.0150434014415398
0105-dwfn-alt_0,1991,1.02708,1.06395135338537,-0.0163426093509823
0105-dwfn-alt_0,1992,0.558306,1.0551861213094,-0.26006941619568
0105-dwfn-alt_0,1993,0.81207,1.08669355693897,-0.15193646532991
0105-dwfn-alt_0,1994,1.12053,1.16865723106733,-0.0599615132934762
0105-dwfn-alt_0,1995,1.11373,1.19714888921751,-0.090845818601841
0105-dwfn-alt_0,1996,1.1907,1.2251478497211,-0.0738693596887333
0105-dwfn-alt_0,1997,1.31626,1.29677490521581,-0.0684456187050296
0105-dwfn-alt_0,1998,1.99334,1.33106288338342,0.280879545900083
0105-dwfn-alt_0,1999,1.18608,1.23297592865668,-0.0815576221364089
0105-dwfn-alt_0,2000,0.788006,1.13724813701877,-0.211875360902494
0105-dwfn-alt_0,2001,0.727835,1.08416892476897,-0.191690601023627
0105-dwfn-alt_0,2002,0.803887,1.05498168991643,-0.125532613634493
0105-dwfn-alt_0,2003,1.3191,1.03869080084147,0.16217147062137
0105-dwfn-alt_0,2004,1.26325,0.986820539762297,0.18089603818597
0105-dwfn-alt_0,2005,1.04284,0.922575994669204,0.118148829919162
0105-dwfn-alt_0,2006,0.740614,0.882185841988254,-0.0102979467790597
0105-dwfn-alt_0,2007,0.829133,0.879433787254886,0.0426625557144183
0105-dwfn-alt_0,2008,1.047,0.875807461797842,0.160351433567317
0105-dwfn-alt_0,2009,0.645173,0.860166531110797,-0.0422137252485842
0105-dwfn-alt_0,2010,0.790723,0.841923811141945,0.0527053306012417
0105-dwfn-alt_0,2011,0.722675,0.802899422554803,0.0480978017751712
0105-dwfn-alt_0,2012,0.69595,0.783290492612156,0.0500483363583477
0105-dwfn-alt_0,2013,0.717588,0.759713793499599,0.0849009853191575
0105-dwfn-alt_0,2014,0.790042,0.767075679238951,0.118958301698482
0105-dwfn-alt_0,2015,0.78514,0.765398877736142,0.116096390825987
0105-dwfn-alt_0,2016,0.687733,0.753621552092376,0.0775600043262592
0105-dwfn-alt_0,2017,0.591417,0.777157935208316,0.000323835033354116
0105-dwfn-alt_0,2018,0.724244,0.817732653340442,0.0399993370130233
0105-dwfn-alt_0,2019,0.794833,0.862443289675732,0.0371115928966263
0105-dwfn-alt_0,2020,0.742562,0.889531555526226,-0.0160781934349838
0105-dwfn-alt_0,2021,1.23811,0.950848361608625,0.200603485439452
0105-dwfn-alt_0,2022,0.912191,0.998413519502036,-0.0192032374731854
