run_label,Year,Removals,Numbers,Depletion,Fishing mortality,D_Dmsy,F_Fmsy
0102-nz-b_0,1952,6754.55088740702,308548.270886979,1.00350252063473,0.0214822365203364,2.5897864984097,0.0709550362603783
0102-nz-b_0,1953,13320.4936103024,305455.693458628,0.984573070259328,0.0422116702533209,2.56995282972064,0.141999945286753
0102-nz-b_0,1954,61735.1182991623,297236.336842897,0.965129028590571,0.213682987853975,2.51138329723903,0.711037026863646
0102-nz-b_0,1955,25118.7065719704,246359.965582472,0.808014556184513,0.0958369508477938,2.0900825814436,0.322996209692433
0102-nz-b_0,1956,26459.0828793882,239001.573126808,0.7770581235268,0.108375243140655,2.00194359495668,0.365374043088796
0102-nz-b_0,1957,39941.8933050745,222221.477973703,0.728215537866157,0.18802034619419,1.86467148544547,0.631646736053277
0102-nz-b_0,1958,37752.5807019377,189658.998640737,0.627292169543441,0.194969203763606,1.61538016717076,0.645874211393427
0102-nz-b_0,1959,30740.1840353279,173068.839356581,0.572436822621921,0.172398563363557,1.48316745253581,0.568369997680705
0102-nz-b_0,1960,33393.0194304309,164267.983318735,0.543278389343983,0.195414197340544,1.40610935786733,0.640934805449342
0102-nz-b_0,1961,42163.2242117833,156907.898691222,0.50939243979593,0.261147302589965,1.33323819478176,0.866645885450089
0102-nz-b_0,1962,40710.7813902735,142595.883286227,0.459224279783924,0.279743944443494,1.19321049138071,0.940221237267895
0102-nz-b_0,1963,37452.5967466121,124273.429869169,0.403049045630525,0.286825168562519,1.03343522635697,0.981879564926405
0102-nz-b_0,1964,19800.7832832237,112562.050333911,0.365722159988293,0.158488704419915,0.920192863693991,0.534599349971832
0102-nz-b_0,1965,25520.2486045957,115973.35409484,0.377577778407225,0.201394505943914,0.961449670082961,0.681964961827354
0102-nz-b_0,1966,37002.4411629852,112374.08900596,0.371040356862529,0.323212169205114,0.958459175295619,1.09754845204586
0102-nz-b_0,1967,17591.1468028029,97260.4334070229,0.320558754674659,0.15863966409692,0.808215845518654,0.528784723987667
0102-nz-b_0,1968,18883.1335373792,104211.730313708,0.338776322465677,0.162919386283677,0.880585181736276,0.556849164973997
0102-nz-b_0,1969,18754.1137803525,107717.359518397,0.354988862080294,0.154116460779256,0.931685158659916,0.51929527101678
0102-nz-b_0,1970,25867.481129574,113973.228964752,0.37903832541901,0.199372656699405,0.992706958218299,0.652072010389537
0102-nz-b_0,1971,35202.006533157,116129.978764566,0.390781818988249,0.278370350745408,1.01129806276273,0.941111240263078
0102-nz-b_0,1972,32380.5501655787,108530.796476957,0.357565153391465,0.286186279724207,0.926073550124235,0.957246795511251
0102-nz-b_0,1973,31356.1984019692,97884.8349244343,0.324104926872241,0.298342293433075,0.828663333104641,0.989363036364314
0102-nz-b_0,1974,32203.7235922103,90506.5570360209,0.299183799270676,0.323457133333201,0.759007191411953,1.11928604180613
0102-nz-b_0,1975,16981.956636624,83926.3331005435,0.2713705919327,0.162470001929736,0.700173441115252,0.549753635191383
0102-nz-b_0,1976,21177.7089016393,94818.194764977,0.310846731720448,0.190759931068129,0.798215906985615,0.63907545465626
