run_label,Year,Removals,Numbers,Depletion,Fishing mortality,D_Dmsy,F_Fmsy
0102-nz-b_0,1977,22068.0775572217,99192.5156789248,0.326218086459749,0.186854263983856,0.85033068174642,0.628044459583173
0102-nz-b_0,1978,19328.5714312206,106568.414770279,0.345500190564607,0.14484408947304,0.900939519229309,0.487545316703812
0102-nz-b_0,1979,26418.2473637103,119451.83627644,0.395036110637516,0.194521756246487,1.02188697427892,0.645733733844853
0102-nz-b_0,1980,37444.9505485038,121504.317213032,0.405511901362549,0.299424762996106,1.04742015060749,0.983772220315733
0102-nz-b_0,1981,38990.1418638802,107918.741710085,0.358201509160156,0.343034833860564,0.917866735193095,1.12997717867815
0102-nz-b_0,1982,32856.7923369043,96235.4891579656,0.31630202658184,0.317025387672574,0.806239587000221,1.06249226372584
0102-nz-b_0,1983,23362.81057368,87188.7407564377,0.286114882644891,0.248333964563311,0.725559780778578,0.842236484990866
0102-nz-b_0,1984,23465.5802919264,83876.9288482244,0.271363312775086,0.259479581714505,0.686039186544968,0.875044012684664
0102-nz-b_0,1985,25951.989114071,79712.8405310584,0.256215130067644,0.297598258221345,0.652889596909472,1.00388796821053
0102-nz-b_0,1986,19094.9392102933,76473.750065848,0.244114199268743,0.21067081866623,0.614366338159035,0.706956097246834
0102-nz-b_0,1987,18536.9903673,82702.4581733719,0.267035379695798,0.181942920064847,0.66404215458957,0.618081629004932
0102-nz-b_0,1988,31368.651258876,93026.9696764025,0.297779014688133,0.283228878464457,0.761059611835331,0.964711450638698
0102-nz-b_0,1989,28212.8710922232,95107.5305410483,0.303698724760242,0.252052327500348,0.779405408291606,0.853781277049476
0102-nz-b_0,1990,23873.7222842546,95974.8813134636,0.309233013867443,0.220909785199688,0.786566901802832,0.745665666343928
0102-nz-b_0,1991,20959.5972660368,94640.6903969608,0.307401739086228,0.186134937895537,0.77928107657137,0.619127903259233
0102-nz-b_0,1992,22358.6117669907,100617.488028483,0.33491440930134,0.180478038019286,0.842797283120679,0.596116307590577
0102-nz-b_0,1993,23074.2838244283,111659.068408922,0.369176171146489,0.156400751691858,0.938688644269284,0.527363699435339
0102-nz-b_0,1994,32502.5809379931,131701.462339651,0.437105928453783,0.201233740367994,1.11410585557294,0.691622928729335
0102-nz-b_0,1995,30149.5695422563,137508.180909523,0.453818212744786,0.196825722374607,1.1660140526863,0.658408441711171
0102-nz-b_0,1996,24498.4159547472,138256.176371723,0.450232256417258,0.154130005562316,1.15315472953823,0.517667119687818
0102-nz-b_0,1997,28342.7422127502,144067.782872182,0.472297504301072,0.175818885533056,1.20699430275371,0.579520242523324
0102-nz-b_0,1998,39631.0848229192,146436.387499227,0.479281220280744,0.245054314064558,1.23034053977836,0.820452716900502
0102-nz-b_0,1999,37504.9276711781,138838.879050818,0.456082555040359,0.256911603786469,1.16534390632635,0.843517935055534
0102-nz-b_0,2000,34083.9030134412,128005.955876405,0.419430826513822,0.245711193839445,1.07428882357412,0.808219460094746
0102-nz-b_0,2001,32722.7162093317,121067.483966654,0.400459626172575,0.243830984749176,1.03042470163659,0.801564992923386
0102-nz-b_0,2002,35240.8185425973,118057.485519457,0.392244131446919,0.266190404779803,0.998003492600922,0.873727558976601
0102-nz-b_0,2003,39164.8136607385,116415.592128524,0.381564460637657,0.304791391367858,0.979720453618031,0.989946605520048
0102-nz-b_0,2004,34576.9508845995,109286.561308878,0.357500876361689,0.29212203598406,0.922183494473243,0.941478749948529
0102-nz-b_0,2005,28572.7727065471,103918.395231776,0.338411193030742,0.247744863118133,0.871387384115558,0.825389449260475
0102-nz-b_0,2006,25332.6540227281,101618.510719077,0.333614660785715,0.225675642269438,0.848882273862708,0.741268755978036
0102-nz-b_0,2007,24224.1243403578,99194.2615775035,0.330219819917139,0.217269795575286,0.840496812486131,0.727275785038589
0102-nz-b_0,2008,25588.7365665768,98313.5796759264,0.327989816840378,0.230302251363446,0.834684748179829,0.750734649690056
0102-nz-b_0,2009,26828.4040399655,98743.5725536389,0.326916002891163,0.250894236624616,0.838261651257281,0.82570022982091
0102-nz-b_0,2010,29696.2483286265,94618.3591738527,0.312712347864293,0.290924082536958,0.7995418917021,0.960770027324545
0102-nz-b_0,2011,27764.244778213,88628.8491817122,0.292189603282715,0.278530997863768,0.746724885182129,0.937985502768511
0102-nz-b_0,2012,28289.2396679662,86826.6585653311,0.279886000803015,0.30284850707302,0.719571515604905,0.993650272356697
0102-nz-b_0,2013,23495.6179986156,80082.7525380357,0.262384691427053,0.263395013751207,0.673986825906444,0.866482318323853
0102-nz-b_0,2014,25965.9048305354,80115.6065778002,0.259131386236646,0.291525563505719,0.663008004427365,0.970994900276283
0102-nz-b_0,2015,24811.3955671936,77189.5325882785,0.249925949257945,0.286964886851572,0.637984700545445,0.960557664275284
0102-nz-b_0,2016,18988.9675556511,75060.5068425019,0.242055674306808,0.220732374771228,0.612207531180999,0.748174377742715
0102-nz-b_0,2017,19471.405629161,76425.7723621078,0.247151567972528,0.21781008643503,0.62296028346031,0.757853816892352
0102-nz-b_0,2018,20741.2977230028,78870.0832242178,0.256981747588933,0.221467990569854,0.645848128857383,0.769931761344772
0102-nz-b_0,2019,22043.4809659423,80983.3488183224,0.26532677209399,0.238016927069397,0.669925816378876,0.790300314656103
0102-nz-b_0,2020,21357.7063305959,81209.4294221101,0.264821540157787,0.219996849932187,0.688525423784516,0.74750641480924
0102-nz-b_0,2021,20464.9610984106,85640.1755033281,0.281422713369759,0.200763947454871,0.728976499897089,0.672767816840534
0102-nz-b_0,2022,17488.4896073343,90211.138044525,0.299706843516662,,0.791520201608258,
