run_label,Year,Obs_CPUE,Pred_CPUE,Std_Residual
0100-dwfn-b_0,1952,,2.56396851772706,
0100-dwfn-b_0,1953,,2.52144380831874,
0100-dwfn-b_0,1954,,2.48874724982383,
0100-dwfn-b_0,1955,,2.12184650099728,
0100-dwfn-b_0,1956,,2.06879351854686,
0100-dwfn-b_0,1957,,1.96627993054583,
0100-dwfn-b_0,1958,,1.75594620942038,
0100-dwfn-b_0,1959,,1.63301826978757,
0100-dwfn-b_0,1960,,1.5852953527658,
0100-dwfn-b_0,1961,,1.51728860396297,
0100-dwfn-b_0,1962,,1.40983522854389,
0100-dwfn-b_0,1963,,1.29479648646357,
0100-dwfn-b_0,1964,,1.22368027183675,
0100-dwfn-b_0,1965,,1.24397185371177,
0100-dwfn-b_0,1966,,1.25179164519363,
0100-dwfn-b_0,1967,,1.14760558682418,
0100-dwfn-b_0,1968,,1.21102365222193,
0100-dwfn-b_0,1969,,1.24478891034143,
0100-dwfn-b_0,1970,,1.31201139963755,
0100-dwfn-b_0,1971,,1.3507044053689,
0100-dwfn-b_0,1972,,1.28280635009727,
0100-dwfn-b_0,1973,,1.22513241228888,
0100-dwfn-b_0,1974,,1.17806061892318,
0100-dwfn-b_0,1975,,1.13515086538702,
0100-dwfn-b_0,1976,,1.23385207539572,
0100-dwfn-b_0,1977,,1.28388915734366,
0100-dwfn-b_0,1978,,1.32546538090591,
0100-dwfn-b_0,1979,1.86281,1.41913314593721,0.126867443246328
0100-dwfn-b_0,1980,1.31391,1.38753034812469,-0.149406318704911
0100-dwfn-b_0,1981,1.2559,1.28013452533725,-0.0797372213837887
0100-dwfn-b_0,1982,1.50646,1.19165144262161,0.134273920701933
0100-dwfn-b_0,1983,0.922278,1.11360806304136,-0.121880644605783
0100-dwfn-b_0,1984,1.32673,1.11195304383234,0.104828824722511
0100-dwfn-b_0,1985,0.877509,1.08018113130453,-0.112264814403301
0100-dwfn-b_0,1986,0.855618,1.03702714169763,-0.0866664808680286
0100-dwfn-b_0,1987,0.835362,1.073636069662,-0.126266288393156
0100-dwfn-b_0,1988,0.736157,1.13587136375073,-0.233503951003916
0100-dwfn-b_0,1989,1.65752,1.11471895911942,0.288305990433282
0100-dwfn-b_0,1990,1.13159,1.09434870766482,0.0139865076816479
0100-dwfn-b_0,1991,1.02708,1.0622594823481,-0.0114917763806218
0100-dwfn-b_0,1992,0.558306,1.0544068722315,-0.26265263523216
0100-dwfn-b_0,1993,0.81207,1.07997179895048,-0.150808981259664
0100-dwfn-b_0,1994,1.12053,1.1637296764361,-0.0508433545545295
0100-dwfn-b_0,1995,1.11373,1.19424362112053,-0.0862478185338661
0100-dwfn-b_0,1996,1.1907,1.22838943341167,-0.0684390715133455
0100-dwfn-b_0,1997,1.31626,1.30607947007556,-0.0732240858375629
0100-dwfn-b_0,1998,1.99334,1.35314707661892,0.271933534639702
0100-dwfn-b_0,1999,1.18608,1.23523616600294,-0.0831461061723137
0100-dwfn-b_0,2000,0.788006,1.14419421241298,-0.217666931249597
0100-dwfn-b_0,2001,0.727835,1.07958117164058,-0.193614900542423
0100-dwfn-b_0,2002,0.803887,1.05327373220684,-0.128513521636981
0100-dwfn-b_0,2003,1.3191,1.03988166075649,0.165819139672928
0100-dwfn-b_0,2004,1.26325,0.981548625254865,0.185703056434538
0100-dwfn-b_0,2005,1.04284,0.918489707171558,0.120694111334156
0100-dwfn-b_0,2006,0.740614,0.880384554708186,-0.00920594700983701
0100-dwfn-b_0,2007,0.829133,0.873076940629115,0.0445003932664268
0100-dwfn-b_0,2008,1.047,0.87795681947169,0.160418903337019
0100-dwfn-b_0,2009,0.645173,0.866554377053234,-0.0493759160065709
0100-dwfn-b_0,2010,0.790723,0.844630909900083,0.048098176550769
0100-dwfn-b_0,2011,0.722675,0.799039120505738,0.0505135981623324
0100-dwfn-b_0,2012,0.69595,0.777632483099665,0.0531515318716783
0100-dwfn-b_0,2013,0.717588,0.752499332659034,0.0845713301260045
0100-dwfn-b_0,2014,0.790042,0.758481280695614,0.118119368557531
0100-dwfn-b_0,2015,0.78514,0.755689102011981,0.116282660983546
0100-dwfn-b_0,2016,0.687733,0.74382159424272,0.0767633406109125
0100-dwfn-b_0,2017,0.591417,0.768741153685907,-0.000322710861760999
0100-dwfn-b_0,2018,0.724244,0.809489116303447,0.0404519945433207
0100-dwfn-b_0,2019,0.794833,0.860053288452593,0.037742975978119
0100-dwfn-b_0,2020,0.742562,0.883495195123414,-0.0141452349434525
0100-dwfn-b_0,2021,1.23811,0.944635589461979,0.205351096927526
0100-dwfn-b_0,2022,0.912191,0.993201261987934,-0.01276573682359
